Ingredient,Text,Recipe_Index,Rating
all purpose flour,2.88 cups all purpose flour,E_87,0.75
all purpose flour,16.0 cups all purpose flour,E_88,0.375
all purpose flour,2.5 cups all purpose flour,E_89,0.875
all purpose flour,1.8 cups all purpose flour,E_91,1
all purpose flour,3.5 cups plus 2 tablespoons all purpose flour,E_95,1
all purpose flour,1.0 cup plus 2 tablespoons all purpose flour,E_133,0.75
all purpose flour,192.0 tablespoons plain all purpose flour,E_169,0.5
all purpose flour,3.0 cups all purpose flour,E_215,0.875
all purpose flour,2.0 cups all purpose flour,E_220,0.75
all purpose flour,5.14285714286 cups all purpose flour,E_230,0.875
all purpose flour,3.5 cups all purpose flour,E_258,0.75
all purpose flour,0.666666666667 cup all purpose flour,E_282,1
all purpose flour,3.52941176471 cups all purpose flour,E_294,0.75
all purpose flour,1.5 cup plus 2 teaspoons all purpose flour,E_360,1
all purpose flour,2.0 cups all purpose flour,E_362,0.625
all purpose flour,3.42857142857 cups all purpose flour,E_375,0.75
all purpose flour,4.36363636364 cups plain all purpose flour,E_399,1
all purpose flour,0.32 cup all purpose flour,E_509,0.75
all purpose flour,1.5 cups all purpose flour ,Misc_2,1
all purpose flour,0.0 cup/50.0 grams all purpose flour,Misc_3,0.8
all purpose flour,9.6 cups/256 grams all purpose flour,Misc_4,0.8
all purpose flour,2.90909090909 cups all purpose flour,Misc_5,0.8
all purpose flour,3.5 cups all purpose flour,Misc_6,0.8
all purpose flour,4.0 cups all purpose flour,Misc_7,0.8
all purpose flour,2.25 cups gold medal™ all purpose flour,Misc_9,0.86
all purpose flour,3.6 cups all purpose flour,Misc_10,0.84
all purpose flour,1.8 cups all purpose flour,Misc_11,0.86
all purpose flour,3.0 cups all purpose flour see notes below,Misc_12,0.984
all purpose flour,3.0 cups all purpose flour,Misc_13,0.6
all purpose flour,5.53846153846 cups all purpose flour,Misc_14,NA
all purpose flour,2.93333333333 cups all purpose flour ,Misc_15,1
all purpose flour,2.83333333333 cups all purpose flour,Misc_16,0.9
all purpose flour,4.25 cups all purpose flour,Misc_17,0.9
all purpose flour,2.66666666667 cups king arthur unbleached all purpose flour,Misc_18,0.88
all purpose flour,4.875 cups all purpose flour ,Misc_19,0.98
all purpose flour,5.0 cups all purpose flour,Misc_20,0.96
all purpose flour,2.33333333333 cups all purpose flour,Misc_22,NA
all purpose flour,4.0 cups all purpose flour,Misc_23,0.9
all purpose flour,2.0 cups all purpose flour,Misc_24,0.9
all purpose flour,4.5 c. all purpose flour,Misc_25,NA
all purpose flour,5.33333333333 cups all purpose flour,Misc_26,0.9
all purpose flour,5.0 cups all purpose flour,Misc_27,NA
all purpose flour,5.0 cups all purpose flour,Misc_28,0.98
all purpose flour,5.4 cups all purpose flour,Misc_30,1
all purpose flour,2.0 cups all purpose flour,Misc_31,0.8
all purpose flour,2.64 cup all purpose flour,Misc_33,NA
all purpose flour,36.0 cups all purpose flour/plain flour,Misc_34,NA
all purpose flour,2.46153846154 cups all purpose flour,Misc_35,0.6
all purpose flour,4.0 cups all purpose flour,Misc_37,0.8
all purpose flour,1.6  1/4 cups all purpose flour,Misc_39,NA
all purpose flour,2.25 cups all purpose flour,Misc_40,NA
all purpose flour,2.7 cups all purpose flour,Misc_41,NA
all purpose flour,2.52631578947 and 3/4 cups grams all purpose flour spooned & leveled,Misc_43,NA
all purpose flour,4.0 cups  all purpose flour,Misc_44,NA
all purpose flour,2.66666666667 cups baker’s corner all purpose flour,Misc_45,NA
all purpose flour,3.5 cup all purpose flour,Misc_46,NA
all purpose flour,1.42857142857 cups unsifted all purpose flour,Misc_47,NA
all purpose flour,2.66666666667 cups king arthur unbleached all purpose flour,Misc_48,NA
all purpose flour,"4.25 	cups all purpose flour",Misc_50,NA
all purpose flour,"2.13333333333 	cups all purpose flour",Misc_51,NA
all purpose flour,"1.68 	cup grams all purpose flour",Misc_52,NA
all purpose flour,"5.25 	cups unbleached all purpose flour",Misc_53,NA
all purpose flour,2.66666666667 cups pillsbury best™ all purpose flour,Misc_54,NA
all purpose flour,2.85714285714 cups unbleached all purpose flour,Misc_55,NA
all purpose flour,4.0 cups all purpose flour spoon & leveled,Misc_56,NA
all purpose flour,4.0 cups all purpose flour,Misc_60,NA
all purpose flour,3.0 cup all purpose flour,Misc_62,NA
all purpose flour,2.4 cups unbleached all purpose flour,Misc_64,NA
all purpose flour,2.25 cups all purpose flour,Misc_65,NA
all purpose flour,3.5 cups  all purpose flour*,Misc_68,NA
all purpose flour,6.0 cups all purpose flour more as needed – see video,Misc_69,0.92
all purpose flour,3.33333333333 cups all purpose flour see note,Misc_70,1
all purpose flour,9.6 cups all purpose flour,Misc_72,NA
all purpose flour,3.0 ¹⁄₃ cups unbleached all purpose flour,Misc_73,NA
all purpose flour,5.92592592593 cups all purpose flour,Misc_75,NA
all purpose flour,7.0 cups all purpose flour,Misc_76,NA
all purpose flour,4.57142857143 cups all purpose flour,Misc_77,NA
all purpose flour,9.6 cup | 200g all purpose flour,Misc_78,NA
all purpose flour,6.85714285714 cups all purpose flour,Misc_79,NA
all purpose flour,6.0 cups all purpose flour use the spoon and level method,Misc_80,NA
all purpose flour,5.33333333333 cups all purpose flour,Misc_81,1
all purpose flour,5.14285714286  1 2/3 cup all purpose flour use more if needed see post for details,Misc_82,0.934
all purpose flour,6.46153846154 cups all purpose flour,Misc_84,0.99
all purpose flour,2.66666666667 cups king arthur unbleached all purpose flour,Misc_85,NA
all purpose flour,6.0 cup all purpose flour,Misc_86,1
all purpose flour,8.0 cups all purpose flour,Misc_87,0.92
all purpose flour,5.14285714286 cups all purpose flour,Misc_89,NA
all purpose flour,2.0  1/4 cups all purpose flour spooned and leveled,Misc_91,NA
all purpose flour,4.66666666667 cups all purpose flour,Misc_92,NA
all purpose flour,9.77777777778 c. all purpose flour,Misc_95,1
all purpose flour,4.2 cup 220 g all purpose flour,Misc_96,NA
all purpose flour,5.14285714286 cup unbleached all purpose flour,Misc_97,NA
all purpose flour,4.5 cup all purpose flour,Misc_98,NA
all purpose flour,7.33333333333 cups all purpose flour,Misc_99,0.9
all purpose flour,6.0 cups of all purpose flour,Misc_101,NA
all purpose flour,3.33333333333 ⁄2 cups all purpose flour,Misc_103,NA
all purpose flour,2.0 cups unbleached all purpose flour,Misc_104,NA
all purpose flour,8.0 cup all purpose flour,Misc_105,NA
all purpose flour,3.0 cups all purpose flour,Misc_106,NA
all purpose flour,4.4 cups  unbleached all purpose flour,Misc_107,NA
all purpose flour,2.5 cups all purpose flour,Misc_108,NA
all purpose flour,18.75 ounces all purpose flour such as gold medal,Misc_110,0.88
all purpose flour,2.93333333333 cups all purpose flour,Misc_111,NA
all purpose flour,5.33333333333 cups all purpose flour,Misc_112,NA
all purpose flour,2.85714285714 cups all purpose flour do not sift,Misc_113,NA
all purpose flour,3.6 cups all purpose flour,Misc_114,0.82
all purpose flour,2.5 cups flour,AR_12,0.873469353
all purpose flour,1.74545454545 cups flour,Misc_8,1
all purpose flour,2.66666666667 cups tablespoons flour,Misc_29,NA
all purpose flour,6.0 cups flour,Misc_32,NA
all purpose flour,5.25 cups flour,Misc_36,0.982
all purpose flour,5.2 cups flour,Misc_38,NA
all purpose flour,4.8 cups flour,Misc_42,NA
all purpose flour,2.25 cups unsifted flour,Misc_61,NA
all purpose flour,4.0 cups flour,Misc_63,NA
all purpose flour,2.0 cup flour,Misc_67,0.88
all purpose flour,4.0 cups flour,Misc_74,0.92
all purpose flour,2.25 cup flour,Misc_83,NA
all purpose flour,12.0 cups flour,Misc_90,NA
all purpose flour,4.0 cups flour,Misc_93,1
all purpose flour,7.0 cup 210 g flour,Misc_102,NA
all purpose flour,4.0 cups flour,Misc_109,NA
almond extract,2.0 teaspoon almond extract,AR_43,0.828866005
almond extract,0.333333333333 teaspoon almond extract optional,Misc_18,0.88
almond extract,0.333333333333 teaspoon almond extract optional,Misc_48,NA
almond extract,0.333333333333 teaspoon almond extract,Misc_85,NA
almonds,0.3333333333333333 cup chopped almonds,AR_4,0.922985077
almonds,2.0 cup sliced almonds,AR_99,0.858333302
applesauce,0.5 cup applesauce,AR_54,0.723741007
applesauce,2.0 tablespoon unsweetened applesauce,E_282,1
apricots,1.05882352941 cup quartered dried apricots ,E_294,0.75
avocado,0.5 cup mashed avocado,E_282,1
baking powder,1.0 teaspoon baking powder,AR_4,0.922985077
baking powder,1.0 teaspoon baking powder,AR_7,0.896335125
baking powder,0.6666666666666666 teaspoon baking powder,AR_14,0.90666666
baking powder,1.1428571428571428 teaspoons baking powder,AR_16,0.85882349
baking powder,0.5 teaspoon baking powder,AR_26,0.9
baking powder,2.6666666666666665 teaspoons baking powder,AR_27,0.876923084
baking powder,0.8 teaspoon baking powder,AR_32,0.830769253
baking powder,1.0 teaspoon baking powder,AR_39,0.6
baking powder,1.3333333333333333 teaspoon baking powder,AR_44,0.9
baking powder,2.0 teaspoon baking powder,AR_47,0.7125
baking powder,2.0 teaspoon baking powder,AR_48,0.677777767
baking powder,2.0 teaspoons baking powder,AR_50,0.66500001
baking powder,1.0 teaspoon baking powder,AR_57,0.595505619
baking powder,0.8 teaspoon baking powder,AR_70,0.91003809
baking powder,0.5 teaspoon baking powder,AR_78,0.915186214
baking powder,2.0 teaspoon baking powder,AR_79,0.633333349
baking powder,2.0 teaspoon baking powder,AR_84,0.905737686
baking powder,1.6 teaspoon baking powder,AR_95,0.844067764
baking powder,0.7384615384615385 teaspoons baking powder,AR_101,0.6
baking powder,1.0 teaspoon baking powder,AR_119,0.845714283
baking powder,1.3333333333333333 teaspoon baking powder,AR_169,0.873728848
baking powder,2.0 teaspoon baking powder,AR_256,0.870253181
baking powder,0.25 teaspoon baking powder,AR_280,NA
baking powder,1.2 teaspoon baking powder,E_21,0.75
baking powder,3.0 teaspoons baking powder,E_95,1
baking powder,2.0 teaspoon baking powder,E_215,0.875
baking powder,0.705882352941 teaspoon baking powder,E_294,0.75
baking powder,0.75 teaspoon baking powder,E_360,1
baking powder,1.33333333333 teaspoon baking powder,E_362,0.625
baking powder,0.545454545455 teaspoon baking powder,E_399,1
baking powder,6.0 teaspoons baking powder,Misc_1,1
baking powder,0.333333333333 teaspoon baking powder,Misc_3,0.8
baking powder,1.6 teaspoon baking powder,Misc_7,0.8
baking powder,0.872727272727 teaspoon baking powder,Misc_8,1
baking powder,1.0 teaspoon baking powder,Misc_17,0.9
baking powder,1.5 teaspoon baking powder,Misc_19,0.98
baking powder,2.0 teaspoon baking powder,Misc_20,0.96
baking powder,2.0 teaspoon baking powder,Misc_32,NA
baking powder,2.25 tsp baking powder,Misc_36,0.982
baking powder,"2.4 	teaspoons baking powder",Misc_49,NA
baking powder,0.571428571429 teaspoon baking powder,Misc_55,NA
baking powder,2.0 tsp baking powder,Misc_60,NA
baking powder,2.0 teaspoon baking powder,Misc_62,NA
baking powder,1.77777777778 teaspoon baking powder,Misc_63,NA
baking powder,0.666666666667 teaspoon baking powder,Misc_70,1
baking powder,3.69230769231 teaspoon baking powder,Misc_71,1
baking powder,1.0 tsp baking powder,Misc_73,NA
baking powder,1.33333333333 tsp. baking powder,Misc_74,0.92
baking powder,2.66666666667 teaspoons baking powder,Misc_75,NA
baking powder,2.0 teaspoon baking powder,Misc_76,NA
baking powder,1.14285714286 teaspoon baking powder,Misc_77,NA
baking powder,1.33333333333 teaspoon baking powder,Misc_92,NA
baking powder,2.0 teaspoons baking powder,Misc_94,NA
baking powder,4.0 teaspoons baking powder,Misc_100,NA
baking powder,4.0 teaspoons baking powder,Misc_109,NA
baking powder,0.75 teaspoon baking powder,Misc_110,0.88
baking soda,1.0 teaspoon baking soda,AR_1,0.920724583
baking soda,1.3333333333333333 teaspoon baking soda,AR_2,0.937981987
baking soda,1.0 teaspoon baking soda,AR_3,0.917986774
baking soda,1.0 teaspoon baking soda,AR_4,0.922985077
baking soda,1.0 teaspoon baking soda,AR_5,0.937341785
baking soda,0.6666666666666666 teaspoon baking soda,AR_7,0.896335125
baking soda,2.0 teaspoon baking soda,AR_8,0.942446041
baking soda,0.8 teaspoon baking soda,AR_10,0.905162048
baking soda,1.3333333333333333 teaspoon baking soda,AR_11,0.902891922
baking soda,1.0 teaspoon baking soda,AR_12,0.873469353
baking soda,2.0 teaspoon baking soda,AR_13,0.909016418
baking soda,0.6666666666666666 teaspoon baking soda,AR_14,0.90666666
baking soda,1.0 teaspoon baking soda,AR_15,0.924302769
baking soda,1.1428571428571428 teaspoons baking soda,AR_16,0.85882349
baking soda,1.3333333333333333 teaspoon baking soda,AR_19,0.880000019
baking soda,2.0 teaspoons baking soda,AR_21,0.881944466
baking soda,0.5 teaspoon baking soda,AR_26,0.9
baking soda,2.0 teaspoons baking soda,AR_28,0.873333359
baking soda,0.5 teaspoon baking soda,AR_30,0.859829044
baking soda,0.8 teaspoon baking soda,AR_32,0.830769253
baking soda,1.3333333333333333 teaspoon baking soda,AR_33,0.826666641
baking soda,2.0 teaspoon baking soda,AR_35,0.843636322
baking soda,2.6666666666666665 teaspoons baking soda,AR_37,0.8
baking soda,0.19047619047619047 teaspoon baking soda,AR_38,0.823999977
baking soda,1.0 teaspoon baking soda,AR_39,0.6
baking soda,2.0 teaspoon baking soda,AR_43,0.828866005
baking soda,1.3333333333333333 teaspoon baking soda,AR_44,0.9
baking soda,1.0 teaspoon baking soda,AR_45,0.821052647
baking soda,1.3333333333333333 teaspoon baking soda,AR_49,0.592592573
baking soda,2.0 teaspoons baking soda,AR_50,0.66500001
baking soda,2.0 teaspoon baking soda,AR_53,0.692473125
baking soda,1.0 teaspoon baking soda,AR_54,0.723741007
baking soda,2.0 teaspoon baking soda,AR_55,0.385714293
baking soda,1.0 teaspoon baking soda,AR_57,0.595505619
baking soda,2.0 teaspoon baking soda,AR_66,0.902002907
baking soda,1.5 teaspoon baking soda,AR_67,0.939130402
baking soda,1.5 teaspoon baking soda,AR_69,0.920792103
baking soda,0.8 teaspoon baking soda,AR_70,0.91003809
baking soda,1.0 teaspoon baking soda,AR_78,0.915186214
baking soda,1.2 teaspoon baking soda,AR_81,0.912062263
baking soda,2.0 teaspoon baking soda,AR_84,0.905737686
baking soda,1.0 teaspoon baking soda,AR_88,0.955555534
baking soda,0.8 teaspoon baking soda,AR_89,0.909890079
baking soda,2.0 teaspoon baking soda,AR_90,0.902608681
baking soda,2.0 teaspoon baking soda,AR_91,0.928301907
baking soda,1.6 teaspoon baking soda,AR_95,0.844067764
baking soda,1.3333333333333333 teaspoon baking soda,AR_96,0.818181801
baking soda,0.8 teaspoon baking soda,AR_97,0.933333302
baking soda,0.04 cup baking soda,AR_98,0.90666666
baking soda,0.7384615384615385 teaspoons baking soda,AR_101,0.6
baking soda,1.3333333333333333 teaspoon baking soda,AR_102,0.9375
baking soda,0.9 teaspoons baking soda,AR_103,0.88125
baking soda,4.0 teaspoon baking soda,AR_107,0.927272701
baking soda,0.5714285714285714 teaspoon baking soda,AR_108,0.867741966
baking soda,1.3333333333333333 teaspoons baking soda,AR_109,0.871794891
baking soda,1.0 teaspoon baking soda,AR_110,0.868292713
baking soda,1.0 teaspoon baking soda,AR_111,1
baking soda,0.25 teaspoon baking soda,AR_116,0.847999954
baking soda,0.8 teaspoon baking soda,AR_118,0.830769253
baking soda,1.0 teaspoon baking soda,AR_119,0.845714283
baking soda,2.0 teaspoon baking soda,AR_128,0.714285707
baking soda,1.3333333333333333 teaspoon baking soda,AR_140,0.584615374
baking soda,1.3333333333333333 teaspoon baking soda,AR_141,0.784615374
baking soda,2.0 teaspoon baking soda,AR_142,0.671428585
baking soda,1.0 teaspoon baking soda,AR_144,0.442857122
baking soda,1.3333333333333333 teaspoons baking soda,AR_155,0.931135178
baking soda,2.0 teaspoon baking soda,AR_156,0.924294472
baking soda,1.0 teaspoon baking soda,AR_164,0.917012405
baking soda,1.3333333333333333 teaspoon baking soda,AR_169,0.873728848
baking soda,1.3333333333333333 teaspoon baking soda,AR_196,0.785929632
baking soda,2.0 teaspoon baking soda,AR_197,0.706521749
baking soda,1.3333333333333333 teaspoon baking soda,AR_218,0.877419376
baking soda,2.0 teaspoon baking soda,AR_256,0.870253181
baking soda,0.75 teaspoon baking soda,AR_280,NA
baking soda,2.4 teaspoon baking soda,E_26,0.875
baking soda,1.6 teaspoon baking soda,E_79,0.75
baking soda,0.48 teaspoon baking soda,E_87,0.75
baking soda,4.0 teaspoon baking soda,E_88,0.375
baking soda,1.0 teaspoon baking soda,E_89,0.875
baking soda,0.8 teaspoon baking soda,E_91,1
baking soda,2.0 teaspoon baking soda,E_95,1
baking soda,0.5 teaspoon baking soda,E_133,0.75
baking soda,0.0888888888889 teaspoon baking soda,E_146,0.5
baking soda,1.0 teaspoons baking soda,E_197,0.875
baking soda,0.5 teaspoon baking soda,E_215,0.875
baking soda,1.33333333333 teaspoon baking soda,E_220,0.75
baking soda,2.57142857143 teaspoons baking soda,E_230,0.875
baking soda,2.0 teaspoon baking soda,E_258,0.75
baking soda,0.5 teaspoon baking soda,E_282,1
baking soda,1.41176470588 teaspoon baking soda,E_294,0.75
baking soda,0.333333333333 teaspoon baking soda,E_362,0.625
baking soda,1.14285714286 teaspoon baking soda,E_375,0.75
baking soda,0.545454545455 teaspoon baking soda,E_399,1
baking soda,0.16 teaspoon baking soda,E_509,0.75
baking soda,5.0 teaspoons baking soda,Misc_1,1
baking soda,0.5 teaspoon baking soda 0.5 teaspoon,Misc_2,1
baking soda,0.333333333333 teaspoon baking soda,Misc_3,0.8
baking soda,2.4 teaspoon baking soda,Misc_4,0.8
baking soda,1.81818181818 teaspoons baking soda,Misc_5,0.8
baking soda,1.5 teaspoon baking soda,Misc_6,0.8
baking soda,1.6 teaspoon baking soda,Misc_7,0.8
baking soda,0.872727272727 teaspoon baking soda,Misc_8,1
baking soda,1.0 teaspoon baking soda,Misc_9,0.86
baking soda,1.2 teaspoon baking soda,Misc_10,0.84
baking soda,0.8 teaspoon baking soda,Misc_11,0.86
baking soda,2.0 teaspoon baking soda,Misc_12,0.984
baking soda,0.666666666667 teaspoon baking soda,Misc_13,0.6
baking soda,1.84615384615 teaspoon baking soda,Misc_14,NA
baking soda,1.06666666667 teaspoon baking soda,Misc_15,1
baking soda,1.33333333333 teaspoons baking soda,Misc_16,0.9
baking soda,1.0 teaspoon baking soda,Misc_17,0.9
baking soda,1.33333333333 teaspoon baking soda,Misc_18,0.88
baking soda,1.5 teaspoon baking soda,Misc_19,0.98
baking soda,2.0 teaspoon baking soda,Misc_20,0.96
baking soda,2.0 teaspoon baking soda,Misc_21,NA
baking soda,0.75 teaspoon baking soda,Misc_22,NA
baking soda,1.5 teaspoon baking soda,Misc_23,0.9
baking soda,2.0 ⁄4 teaspoon baking soda,Misc_24,0.9
baking soda,2.0 tsp. baking soda,Misc_25,NA
baking soda,2.5 teaspoons baking soda,Misc_26,0.9
baking soda,2.5 teaspoons baking soda,Misc_27,NA
baking soda,2.5 teaspoons baking soda,Misc_28,0.98
baking soda,0.666666666667 teaspoon baking soda,Misc_29,NA
baking soda,2.4 teaspoon baking soda,Misc_30,1
baking soda,0.4 teaspoon baking soda,Misc_31,0.8
baking soda,2.0 teaspoon baking soda,Misc_32,NA
baking soda,0.96 tsp baking soda,Misc_33,NA
baking soda,3.42857142857 teaspoon baking soda,Misc_34,NA
baking soda,0.923076923077 teaspoon baking soda,Misc_35,0.6
baking soda,1.875 tsp baking soda,Misc_36,0.982
baking soda,1.33333333333 teaspoon baking soda,Misc_37,0.8
baking soda,1.6 teaspoon baking soda,Misc_38,NA
baking soda,0.8 teaspoon baking soda,Misc_39,NA
baking soda,1.0 teaspoon baking soda,Misc_40,NA
baking soda,1.2 teaspoon baking soda,Misc_41,NA
baking soda,1.6 teaspoon baking soda,Misc_42,NA
baking soda,1.26315789474 teaspoon baking soda,Misc_43,NA
baking soda,1.0 teaspoon baking soda,Misc_44,NA
baking soda,1.33333333333 teaspoon baker’s corner baking soda,Misc_45,NA
baking soda,2.0 teaspoon baking soda,Misc_46,NA
baking soda,0.571428571429 teaspoon baking soda,Misc_47,NA
baking soda,1.33333333333 teaspoon baking soda,Misc_48,NA
baking soda,"2.0 	teaspoons baking soda",Misc_49,NA
baking soda,"2.0 	teaspoon baking soda",Misc_50,NA
baking soda,"0.8 	teaspoon baking soda",Misc_51,NA
baking soda,"0.72 	teaspoon baking soda",Misc_52,NA
baking soda,"1.5 	teaspoon baking soda",Misc_53,NA
baking soda,1.0 teaspoon baking soda,Misc_54,NA
baking soda,0.571428571429 teaspoon baking soda,Misc_55,NA
baking soda,2.0 teaspoon baking soda,Misc_56,NA
baking soda,1.0 teaspoon baking soda,Misc_61,NA
baking soda,2.0 teaspoon baking soda,Misc_62,NA
baking soda,0.888888888889 teaspoon baking soda,Misc_63,NA
baking soda,1.2 teaspoon baking soda,Misc_64,NA
baking soda,1.0 teaspoon baking soda,Misc_65,NA
baking soda,1.0 tsp. baking soda,Misc_67,0.88
baking soda,1.0 teaspoon baking soda,Misc_68,NA
baking soda,2.0 teaspoon baking soda,Misc_69,0.92
baking soda,1.33333333333 teaspoon baking soda,Misc_70,1
baking soda,2.76923076923 teaspoon baking soda,Misc_71,1
baking soda,2.4 teaspoon baking soda,Misc_72,NA
baking soda,1.0 tsp baking soda,Misc_73,NA
baking soda,1.33333333333 tsp. baking soda,Misc_74,0.92
baking soda,2.66666666667 teaspoons baking soda,Misc_75,NA
baking soda,2.0 teaspoon baking soda,Misc_76,NA
baking soda,1.14285714286 teaspoon baking soda,Misc_77,NA
baking soda,2.4 teaspoon | 5g baking soda,Misc_78,NA
baking soda,3.42857142857 teaspoon baking soda,Misc_79,NA
baking soda,2.0 teaspoon baking soda,Misc_80,NA
baking soda,1.33333333333 teaspoon baking soda,Misc_81,1
baking soda,1.71428571429 teaspoon baking soda,Misc_82,0.934
baking soda,1.0 tsp baking soda,Misc_83,NA
baking soda,1.84615384615 tsp baking soda,Misc_84,0.99
baking soda,1.33333333333 teaspoon baking soda,Misc_85,NA
baking soda,4.0 teaspoon baking soda,Misc_86,1
baking soda,4.0 tsp baking soda,Misc_87,0.92
baking soda,1.71428571429 tsp baking soda,Misc_89,NA
baking soda,4.8 tsp. baking soda,Misc_90,NA
baking soda,1.0 tsp baking soda,Misc_91,NA
baking soda,0.666666666667 teaspoon baking soda,Misc_92,NA
baking soda,1.0 teaspoon baking soda,Misc_93,1
baking soda,1.66666666667 teaspoons baking soda,Misc_94,NA
baking soda,3.66666666667 tsp. baking soda,Misc_95,1
