Ingredient,Text,Recipe_Index,Rating
chocolate chip,0.6666666666666666 cup semisweet chocolate chips,4,0.922985076904296
walnut,0.3333333333333333 cup chopped walnuts,4,0.922985076904296
pecan,0.3333333333333333 cup chopped pecans,4,0.922985076904296
other,0.3333333333333333 cup chopped almonds,4,0.922985076904296
butter,"1.0 cup butter, softened",5,0.9373417854309081
sugar,0.75 cup white sugar,5,0.9373417854309081
brown sugar,0.75 cup packed brown sugar,5,0.9373417854309081
vanilla,1.0 teaspoon vanilla extract,5,0.9373417854309081
egg,2.0 eggs,5,0.9373417854309081
all purpose flour,2.25 cups all purpose flour,5,0.9373417854309081
salt,1.0 teaspoon salt,5,0.9373417854309081
baking soda,1.0 teaspoon baking soda,5,0.9373417854309081
chocolate chip,2.0 cups semisweet chocolate chips,5,0.9373417854309081
walnut,1.0 cup chopped walnuts,5,0.9373417854309081
all purpose flour,2.2222222222222223 cups all purpose flour,7,0.8963351249694821
baking powder,1.0 teaspoon baking powder,7,0.8963351249694821
baking soda,0.6666666666666666 teaspoon baking soda,7,0.8963351249694821
salt,0.6666666666666666 teaspoon salt,7,0.8963351249694821
butter,"1.0 cup butter, softened",7,0.8963351249694821
brown sugar,1.0 cup packed brown sugar,7,0.8963351249694821
sugar,0.4444444444444444 cup white sugar,7,0.8963351249694821
egg,1.3333333333333333 egg,7,0.8963351249694821
vanilla,1.3333333333333333 teaspoon vanilla extract,7,0.8963351249694821
milk,2.6666666666666665 cups milk chocolate chips,7,0.8963351249694821
all purpose flour,4.5 cups all purpose flour,8,0.9424460411071779
baking soda,2.0 teaspoon baking soda,8,0.9424460411071779
salt,2.0 teaspoon salt,8,0.9424460411071779
chocolate,2.0 3.3 ounce package instant white chocolate pudding mix,8,0.9424460411071779
butter,"2.0 cup butter, softened",8,0.9424460411071779
sugar,2.0 cup white sugar,8,0.9424460411071779
brown sugar,1.5 cup brown sugar,8,0.9424460411071779
egg,4.0 eggs,8,0.9424460411071779
vanilla,4.0 teaspoons vanilla extract,8,0.9424460411071779
chocolate chip,4.0 cups semisweet chocolate chips,8,0.9424460411071779
shortening,0.5333333333333333 cup butter flavored shortening,10,0.9051620483398439
butter,"0.5333333333333333 cup butter, softened",10,0.9051620483398439
sugar,0.8 cup white sugar,10,0.9051620483398439
brown sugar,0.8 cup packed light brown sugar,10,0.9051620483398439
egg,1.6 eggs,10,0.9051620483398439
vanilla,0.8 tablespoon vanilla extract,10,0.9051620483398439
all purpose flour,2.8000000000000003 cups all purpose flour,10,0.9051620483398439
baking soda,0.8 teaspoon baking soda,10,0.9051620483398439
salt,0.8 teaspoon salt,10,0.9051620483398439
pecan,0.8 cup chopped pecans optional,10,0.9051620483398439
chocolate chip,1.6 cups semisweet chocolate chips,10,0.9051620483398439
butter,1.3333333333333333 cup butter,11,0.9028919219970699
sugar,0.6666666666666666 cup white sugar,11,0.9028919219970699
brown sugar,1.3333333333333333 cup packed brown sugar,11,0.9028919219970699
vanilla,1.3333333333333333 teaspoon vanilla extract,11,0.9028919219970699
egg,2.6666666666666665 eggs,11,0.9028919219970699
all purpose flour,3.333333333333333 cups all purpose flour,11,0.9028919219970699
baking soda,1.3333333333333333 teaspoon baking soda,11,0.9028919219970699
salt,1.3333333333333333 teaspoon salt,11,0.9028919219970699
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,11,0.9028919219970699
other,reynolds® parchment paper,12,0.873469352722168
other,2.5 cups flour,12,0.873469352722168
baking soda,1.0 teaspoon baking soda,12,0.873469352722168
salt,1.0 teaspoon salt,12,0.873469352722168
cinnamon,0.5 teaspoon ground cinnamon optional,12,0.873469352722168
butter,"1.0 cup butter, softened",12,0.873469352722168
brown sugar,1.0 cup packed brown sugar,12,0.873469352722168
sugar,0.5 cup granulated sugar,12,0.873469352722168
egg,2.0 eggs,12,0.873469352722168
vanilla,2.0 teaspoons vanilla extract,12,0.873469352722168
chocolate chip,1.0 12 ounce bag semi sweet chocolate chips,12,0.873469352722168
other,1.0 cup coarsely chopped nuts,12,0.873469352722168
shortening,2.0 cup shortening,13,0.909016418457032
sugar,1.0 cup white sugar,13,0.909016418457032
brown sugar,2.0 cup packed brown sugar,13,0.909016418457032
egg,4.0 egg,13,0.909016418457032
vanilla,2.0 teaspoon vanilla extract,13,0.909016418457032
all purpose flour,4.5 cups all purpose flour,13,0.909016418457032
baking soda,2.0 teaspoon baking soda,13,0.909016418457032
salt,2.0 teaspoon salt,13,0.909016418457032
walnut,2.0 cup chopped walnuts,13,0.909016418457032
chocolate chip,4.0 cup semisweet chocolate chips,13,0.909016418457032
sugar,0.6666666666666666 cup white sugar,14,0.906666660308838
brown sugar,0.6666666666666666 cup packed brown sugar,14,0.906666660308838
butter,0.6666666666666666 cup unsalted butter,14,0.906666660308838
egg,1.3333333333333333 eggs,14,0.906666660308838
milk,1.3333333333333333 tablespoons milk,14,0.906666660308838
vanilla,1.3333333333333333 teaspoons vanilla extract,14,0.906666660308838
all purpose flour,1.3333333333333333 cups all purpose flour,14,0.906666660308838
salt,0.6666666666666666 teaspoon salt,14,0.906666660308838
baking powder,0.6666666666666666 teaspoon baking powder,14,0.906666660308838
baking soda,0.6666666666666666 teaspoon baking soda,14,0.906666660308838
oat,1.6666666666666665 cups rolled oats,14,0.906666660308838
chocolate chip,2.0 cups semisweet chocolate chips,14,0.906666660308838
walnut,1.0 cups chopped walnuts,14,0.906666660308838
all purpose flour,2.25 cups all purpose flour,15,0.9243027687072759
baking soda,1.0 teaspoon baking soda,15,0.9243027687072759
margarine,"1.0 cup margarine, softened",15,0.9243027687072759
sugar,0.25 cup white sugar,15,0.9243027687072759
brown sugar,0.75 cup packed light brown sugar,15,0.9243027687072759
vanilla,1.0 teaspoon vanilla extract,15,0.9243027687072759
other,1.0 3.5 ounce package instant vanilla pudding mix,15,0.9243027687072759
egg,2.0 eggs,15,0.9243027687072759
chocolate chip,2.0 cups semisweet chocolate chips,15,0.9243027687072759
butter,1.1428571428571428 cups butter,16,0.8588234901428221
brown sugar,1.1428571428571428 cups packed brown sugar,16,0.8588234901428221
sugar,1.1428571428571428 cups white sugar,16,0.8588234901428221
egg,2.2857142857142856 eggs,16,0.8588234901428221
vanilla,0.5714285714285714 teaspoon vanilla extract,16,0.8588234901428221
oat,2.8571428571428568 cups rolled oats,16,0.8588234901428221
all purpose flour,2.2857142857142856 cups all purpose flour,16,0.8588234901428221
baking powder,1.1428571428571428 teaspoons baking powder,16,0.8588234901428221
baking soda,1.1428571428571428 teaspoons baking soda,16,0.8588234901428221
milk,0.5714285714285714 cup milk chocolate chips,16,0.8588234901428221
chocolate chip,1.7142857142857142 cups dark chocolate chips,16,0.8588234901428221
chocolate,"6.857142857142857 1 ounce squares german sweet chocolate, chopped",16,0.8588234901428221
shortening,1.3333333333333333 cup shortening,19,0.880000019073486
sugar,1.3333333333333333 cup white sugar,19,0.880000019073486
brown sugar,0.6666666666666666 cup brown sugar,19,0.880000019073486
other,0.6666666666666666 cup honey,19,0.880000019073486
egg,2.6666666666666665 eggs,19,0.880000019073486
vanilla,1.3333333333333333 teaspoon vanilla extract,19,0.880000019073486
all purpose flour,2.6666666666666665 cups all purpose flour,19,0.880000019073486
baking soda,1.3333333333333333 teaspoon baking soda,19,0.880000019073486
salt,1.3333333333333333 teaspoon salt,19,0.880000019073486
other,0.6666666666666666 cup crispy rice cereal,19,0.880000019073486
oat,0.6666666666666666 cup rolled oats,19,0.880000019073486
chocolate chip,1.3333333333333333 cup jumbo semisweet chocolate chips,19,0.880000019073486
milk,1.3333333333333333 cup milk chocolate chips,19,0.880000019073486
shortening,2.0 cups butter flavored shortening,21,0.881944465637208
brown sugar,3.333333333333333 cups packed brown sugar,21,0.881944465637208
egg,2.6666666666666665 eggs,21,0.881944465637208
salt,2.6666666666666665 teaspoons salt,21,0.881944465637208
milk,5.333333333333333 tablespoons milk,21,0.881944465637208
vanilla,2.6666666666666665 tablespoons vanilla extract,21,0.881944465637208
all purpose flour,4.666666666666666 cups all purpose flour,21,0.881944465637208
baking soda,2.0 teaspoons baking soda,21,0.881944465637208
chocolate chip,2.6666666666666665 cups semisweet chocolate chips,21,0.881944465637208
walnut,1.3333333333333333 cup chopped walnuts,21,0.881944465637208
other,1.0 18.25 ounce package yellow cake mix,23,0.869999980926514
butter,"0.5 cup butter, softened",23,0.869999980926514
egg,2.0 eggs,23,0.869999980926514
vanilla,1.0 teaspoon vanilla extract,23,0.869999980926514
chocolate chip,2.0 cups semisweet chocolate chips,23,0.869999980926514
butter,1.0 cup butter,26,0.9
brown sugar,1.0 cup packed brown sugar,26,0.9
sugar,0.75 cup white sugar,26,0.9
egg,2.0 eggs,26,0.9
vanilla,1.0 tablespoon vanilla extract,26,0.9
all purpose flour,2.5 cups all purpose flour,26,0.9
baking powder,0.5 teaspoon baking powder,26,0.9
baking soda,0.5 teaspoon baking soda,26,0.9
other,1.0 teaspoon ground white pepper,26,0.9
chocolate chip,3.0 cups semisweet chocolate chips,26,0.9
walnut,1.0 cup chopped walnuts,26,0.9
butter,"1.0 cup butter, softened",27,0.8769230842590339
sugar,2.0 cups white sugar,27,0.8769230842590339
egg,1.3333333333333333 egg,27,0.8769230842590339
vanilla,2.0 teaspoons vanilla extract,27,0.8769230842590339
other,2.0 cups finely chopped zucchini,27,0.8769230842590339
all purpose flour,4.333333333333333 cups all purpose flour,27,0.8769230842590339
baking powder,2.6666666666666665 teaspoons baking powder,27,0.8769230842590339
salt,0.6666666666666666 teaspoon salt,27,0.8769230842590339
cinnamon,2.6666666666666665 teaspoons ground cinnamon,27,0.8769230842590339
walnut,0.6666666666666666 cup chopped walnuts,27,0.8769230842590339
chocolate chip,1.0 cup miniature semisweet chocolate chips,27,0.8769230842590339
shortening,2.0 cups butter flavored shortening,28,0.8733333587646481
brown sugar,1.5 cups packed brown sugar,28,0.8733333587646481
sugar,1.5 cups white sugar,28,0.8733333587646481
egg,4.0 eggs,28,0.8733333587646481
vanilla,4.0 teaspoons vanilla extract,28,0.8733333587646481
all purpose flour,4.5 cups all purpose flour,28,0.8733333587646481
baking soda,2.0 teaspoons baking soda,28,0.8733333587646481
salt,1.0 teaspoon salt,28,0.8733333587646481
chocolate chip,2.0 cups semisweet chocolate chips,28,0.8733333587646481
coconut,1.0 cup flaked coconut,28,0.8733333587646481
other,1.0 cup chopped macadamia nuts,28,0.8733333587646481
all purpose flour,1.125 cups all purpose flour,30,0.8598290443420421
baking soda,0.5 teaspoon baking soda,30,0.8598290443420421
salt,0.5 teaspoon salt,30,0.8598290443420421
sugar,0.5 cup white sugar,30,0.8598290443420421
brown sugar,0.25 cup light brown sugar,30,0.8598290443420421
egg,1.0 egg,30,0.8598290443420421
vanilla,1.0 teaspoon vanilla extract,30,0.8598290443420421
butter,"0.5 cup butter, softened",30,0.8598290443420421
walnut,0.5 cup chopped walnuts,30,0.8598290443420421
chocolate chip,1.0 cup semisweet chocolate chips,30,0.8598290443420421
shortening,1.0 cups shortening,32,0.8307692527771
margarine,0.6000000000000001 cup margarine,32,0.8307692527771
sugar,0.8 cup white sugar,32,0.8307692527771
brown sugar,1.6 cups brown sugar,32,0.8307692527771
vanilla,1.6 teaspoons vanilla extract,32,0.8307692527771
egg,3.2 eggs,32,0.8307692527771
all purpose flour,3.6 cups all purpose flour,32,0.8307692527771
baking powder,0.8 teaspoon baking powder,32,0.8307692527771
baking soda,0.8 teaspoon baking soda,32,0.8307692527771
chocolate chip,3.2 cups semisweet chocolate chips,32,0.8307692527771
all purpose flour,3.333333333333333 cups all purpose flour,33,0.8266666412353519
baking soda,1.3333333333333333 teaspoon baking soda,33,0.8266666412353519
salt,0.3333333333333333 teaspoon salt,33,0.8266666412353519
sugar,0.6666666666666666 cup white sugar,33,0.8266666412353519
brown sugar,1.3333333333333333 cup packed brown sugar,33,0.8266666412353519
butter,0.6666666666666666 cup butter,33,0.8266666412353519
egg,2.6666666666666665 eggs,33,0.8266666412353519
vanilla,2.6666666666666665 teaspoons vanilla extract,33,0.8266666412353519
chocolate chip,0.6666666666666666 cup semisweet chocolate chips,33,0.8266666412353519
chocolate,0.4444444444444444 cup candy coated chocolate pieces,33,0.8266666412353519
other,0.4444444444444444 cup peanut butter chips,33,0.8266666412353519
other,2.6666666666666665 teaspoons honey,33,0.8266666412353519
cinnamon,1.3333333333333333 pinch ground cinnamon,33,0.8266666412353519
walnut,0.3333333333333333 cup chopped walnuts,33,0.8266666412353519
butter,"2.0 cup butter, softened",35,0.843636322021484
sugar,1.0 cup white sugar,35,0.843636322021484
brown sugar,1.3333333333333333 cup brown sugar,35,0.843636322021484
egg,4.0 egg,35,0.843636322021484
vanilla,2.0 teaspoon vanilla extract,35,0.843636322021484
all purpose flour,4.0 cup all purpose flour,35,0.843636322021484
baking soda,2.0 teaspoon baking soda,35,0.843636322021484
chocolate chip,4.0 cup semisweet chocolate chips,35,0.843636322021484
walnut,2.0 cup coarsely chopped walnuts,35,0.843636322021484
all purpose flour,5.333333333333333 cups all purpose flour,37,0.8
baking soda,2.6666666666666665 teaspoons baking soda,37,0.8
salt,1.3333333333333333 teaspoon salt,37,0.8
butter,"2.0 cups butter, softened",37,0.8
sugar,1.6666666666666665 cups white sugar,37,0.8
brown sugar,2.0 cups packed brown sugar,37,0.8
egg,2.6666666666666665 eggs,37,0.8
vanilla,1.3333333333333333 tablespoon vanilla extract,37,0.8
chocolate chip,1.3333333333333333 24 ounce bag semisweet chocolate chips,37,0.8
butter,"0.09523809523809523 cup butter, softened",38,0.823999977111816
brown sugar,0.09523809523809523 cup packed brown sugar,38,0.823999977111816
sugar,0.09523809523809523 cup white sugar,38,0.823999977111816
egg,0.38095238095238093 eggs,38,0.823999977111816
vanilla,0.09523809523809523 teaspoon vanilla extract,38,0.823999977111816
all purpose flour,0.3333333333333333 cups all purpose flour,38,0.823999977111816
cocoa,0.047619047619047616 cup unsweetened cocoa powder,38,0.823999977111816
baking soda,0.19047619047619047 teaspoon baking soda,38,0.823999977111816
salt,0.047619047619047616 teaspoon salt,38,0.823999977111816
chocolate chip,0.19047619047619047 cup semisweet chocolate chips,38,0.823999977111816
other,0.19047619047619047 cup miniature marshmallows,38,0.823999977111816
butter,"0.5 cup butter, softened",39,0.6
butter,0.5 cup unsalted butter,39,0.6
brown sugar,1.0 cup packed brown sugar,39,0.6
sugar,1.0 cup white sugar,39,0.6
egg,2.0 eggs,39,0.6
milk,2.0 tablespoons milk,39,0.6
vanilla,2.0 teaspoons vanilla extract,39,0.6
all purpose flour,2.0 cups all purpose flour,39,0.6
baking powder,1.0 teaspoon baking powder,39,0.6
baking soda,1.0 teaspoon baking soda,39,0.6
salt,1.0 teaspoon salt,39,0.6
oat,2.0 cups quick cooking oats,39,0.6
chocolate chip,2.0 cups semisweet chocolate chips,39,0.6
walnut,1.0 cup coarsely chopped walnuts,39,0.6
all purpose flour,5.0 cups all purpose flour,43,0.828866004943848
baking soda,2.0 teaspoon baking soda,43,0.828866004943848
salt,1.0 teaspoon salt,43,0.828866004943848
other,2.0 cup vegetable oil,43,0.828866004943848
brown sugar,2.0 cup packed brown sugar,43,0.828866004943848
sugar,1.0 cup white sugar,43,0.828866004943848
egg,4.0 eggs,43,0.828866004943848
vanilla,2.0 teaspoon vanilla extract,43,0.828866004943848
other,2.0 teaspoon almond extract,43,0.828866004943848
chocolate chip,2.0 cup semisweet chocolate chips,43,0.828866004943848
margarine,"1.3333333333333333 cup margarine, softened",44,0.9
sugar,1.3333333333333333 cup white sugar,44,0.9
brown sugar,1.3333333333333333 cup brown sugar packed,44,0.9
egg,2.6666666666666665 eggs,44,0.9
vanilla,1.3333333333333333 teaspoon vanilla extract,44,0.9
other,1.3333333333333333 teaspoon french vanilla flavored instant coffee granules,44,0.9
water,0.16666666666666666 teaspoon water,44,0.9
other,1.3333333333333333 teaspoon strawberry jam,44,0.9
other,1.3333333333333333 teaspoon sweetened chestnut puree,44,0.9
chocolate,1.3333333333333333 tablespoon instant hot chocolate mix,44,0.9
cinnamon,1.3333333333333333 teaspoon ground cinnamon,44,0.9
other,1.3333333333333333 dash ground nutmeg,44,0.9
other,1.3333333333333333 drop fresh lemon juice,44,0.9
other,0.3333333333333333 teaspoon orange liqueur,44,0.9
other,1.3333333333333333 drop maple flavored extract,44,0.9
all purpose flour,2.6666666666666665 cups all purpose flour,44,0.9
fruit,3.333333333333333 cups granola with nuts and raisins,44,0.9
baking powder,1.3333333333333333 teaspoon baking powder,44,0.9
baking soda,1.3333333333333333 teaspoon baking soda,44,0.9
salt,5.333333333333333 teaspoons salt,44,0.9
chocolate chip,1.3333333333333333 16 ounce package semisweet chocolate chips,44,0.9
walnut,0.6666666666666666 cup chopped and toasted walnuts,44,0.9
chocolate,"1.3333333333333333 ounce rosemary flavored chocolate, grated",44,0.9
sugar,0.75 cup white sugar,45,0.821052646636962
brown sugar,0.75 cup packed brown sugar,45,0.821052646636962
egg,2.0 eggs,45,0.821052646636962
all purpose flour,2.75 cups all purpose flour,45,0.821052646636962
vanilla,1.0 teaspoon vanilla extract,45,0.821052646636962
margarine,1.0 cup butter or margarine,45,0.821052646636962
baking soda,1.0 teaspoon baking soda,45,0.821052646636962
chocolate chip,2.0 cups semisweet chocolate chips,45,0.821052646636962
shortening,4.0 cup butter flavored shortening,47,0.7125
sugar,3.0 cup white sugar,47,0.7125
brown sugar,3.0 cup brown sugar,47,0.7125
egg,8.0 eggs,47,0.7125
vanilla,4.0 teaspoon vanilla extract,47,0.7125
all purpose flour,8.0 cups all purpose flour,47,0.7125
baking powder,2.0 teaspoon baking powder,47,0.7125
salt,4.0 teaspoon salt,47,0.7125
chocolate chip,8.0 cups semisweet chocolate chips,47,0.7125
butter,1.5 cup butter,48,0.677777767181396
sugar,1.5 cup white sugar,48,0.677777767181396
brown sugar,1.5 cup packed brown sugar,48,0.677777767181396
egg,4.0 eggs,48,0.677777767181396
vanilla,2.0 teaspoon vanilla extract,48,0.677777767181396
all purpose flour,5.0 cups all purpose flour,48,0.677777767181396
baking powder,2.0 teaspoon baking powder,48,0.677777767181396
other,1.0 cup sour cream,48,0.677777767181396
chocolate chip,4.0 cups semisweet chocolate chips,48,0.677777767181396
butter,1.6666666666666665 cups unsalted butter,49,0.592592573165894
egg,2.6666666666666665 eggs,49,0.592592573165894
vanilla,1.3333333333333333 teaspoon vanilla extract,49,0.592592573165894
all purpose flour,2.333333333333333 cups all purpose flour,49,0.592592573165894
baking soda,1.3333333333333333 teaspoon baking soda,49,0.592592573165894
salt,1.3333333333333333 teaspoon salt,49,0.592592573165894
sugar,1.0 cup white sugar,49,0.592592573165894
brown sugar,1.0 cup packed brown sugar,49,0.592592573165894
chocolate chip,2.0 cups white chocolate chips,49,0.592592573165894
milk,2.0 cups milk chocolate chips,49,0.592592573165894
chocolate chip,2.0 cups semi sweet chocolate chips,49,0.592592573165894
walnut,1.3333333333333333 cup chopped walnuts,49,0.592592573165894
shortening,1.0 cup shortening,50,0.665000009536744
sugar,2.0 cups white sugar,50,0.665000009536744
egg,4.0 eggs,50,0.665000009536744
vanilla,2.0 teaspoons vanilla extract,50,0.665000009536744
all purpose flour,6.0 cups all purpose flour,50,0.665000009536744
baking powder,2.0 teaspoons baking powder,50,0.665000009536744
baking soda,2.0 teaspoons baking soda,50,0.665000009536744
other,2.0 teaspoons cream of tartar,50,0.665000009536744
milk,2.0 cups milk,50,0.665000009536744
chocolate chip,2.0 cups semisweet chocolate chips,50,0.665000009536744
egg,1.3333333333333333 egg,52,0.47619047164917
other,2.6666666666666665 cups basic cookie mix,52,0.47619047164917
butter,"0.6666666666666666 cup butter, melted",52,0.47619047164917
vanilla,1.3333333333333333 teaspoon vanilla extract,52,0.47619047164917
chocolate chip,0.6666666666666666 cup semisweet chocolate chips,52,0.47619047164917
oat,6.0 cups rolled oats,53,0.6924731254577641
milk,2.0 cup milk,53,0.6924731254577641
all purpose flour,4.0 cups all purpose flour,53,0.6924731254577641
baking soda,2.0 teaspoon baking soda,53,0.6924731254577641
salt,2.0 teaspoon salt,53,0.6924731254577641
margarine,2.0 cup margarine,53,0.6924731254577641
brown sugar,2.0 cup packed brown sugar,53,0.6924731254577641
sugar,1.0 cup white sugar,53,0.6924731254577641
egg,4.0 eggs,53,0.6924731254577641
vanilla,2.0 teaspoon vanilla extract,53,0.6924731254577641
chocolate chip,2.0 cup semisweet chocolate chips,53,0.6924731254577641
sugar,1.0 cup white sugar,54,0.723741006851196
brown sugar,0.5 cup brown sugar,54,0.723741006851196
other,0.5 cup applesauce,54,0.723741006851196
vanilla,2.0 teaspoon vanilla extract,54,0.723741006851196
egg,4.0 egg white,54,0.723741006851196
all purpose flour,2.0 cup all purpose flour,54,0.723741006851196
baking soda,1.0 teaspoon baking soda,54,0.723741006851196
salt,0.5 teaspoon salt,54,0.723741006851196
chocolate chip,1.0 cup semisweet chocolate chips,54,0.723741006851196
butter,"1.0 cup butter, softened",55,0.385714292526246
sugar,1.5 cup white sugar,55,0.385714292526246
brown sugar,1.5 cup packed brown sugar,55,0.385714292526246
egg,4.0 eggs,55,0.385714292526246
all purpose flour,3.5 cups all purpose flour,55,0.385714292526246
baking soda,2.0 teaspoon baking soda,55,0.385714292526246
salt,1.0 teaspoon salt,55,0.385714292526246
water,1.5 cup water,55,0.385714292526246
chocolate chip,2.0 cup semisweet chocolate chips,55,0.385714292526246
butter,1.0 cup butter,57,0.595505619049072
brown sugar,1.0 cup packed brown sugar,57,0.595505619049072
sugar,1.0 cup white sugar,57,0.595505619049072
egg,2.0 eggs,57,0.595505619049072
vanilla,2.0 teaspoons vanilla extract,57,0.595505619049072
milk,2.0 tablespoons milk,57,0.595505619049072
all purpose flour,2.0 cups all purpose flour,57,0.595505619049072
baking powder,1.0 teaspoon baking powder,57,0.595505619049072
baking soda,1.0 teaspoon baking soda,57,0.595505619049072
salt,0.5 teaspoon salt,57,0.595505619049072
chocolate chip,1.0 cup semisweet chocolate chips,57,0.595505619049072
shortening,2.0 cup butter flavored shortening,66,0.902002906799316
sugar,1.5 cup white sugar,66,0.902002906799316
brown sugar,1.5 cup brown sugar,66,0.902002906799316
egg,4.0 eggs,66,0.902002906799316
vanilla,4.0 teaspoons mexican vanilla extract,66,0.902002906799316
all purpose flour,4.5 cups all purpose flour,66,0.902002906799316
baking soda,2.0 teaspoon baking soda,66,0.902002906799316
salt,2.0 teaspoon salt,66,0.902002906799316
milk,4.0 cups milk chocolate chips,66,0.902002906799316
all purpose flour,3.375 cups all purpose flour,67,0.939130401611328
salt,1.875 teaspoons kosher salt,67,0.939130401611328
baking soda,1.5 teaspoon baking soda,67,0.939130401611328
butter,"1.5 cup unsalted butter, very soft",67,0.939130401611328
sugar,1.5 cup white sugar,67,0.939130401611328
brown sugar,0.75 cup light brown sugar,67,0.939130401611328
egg,1.5 large egg,67,0.939130401611328
milk,3.0 tablespoons milk,67,0.939130401611328
vanilla,1.875 teaspoons vanilla extract,67,0.939130401611328
chocolate chip,3.0 cups semisweet chocolate chips,67,0.939130401611328
butter,1.5 cup unsalted butter,69,0.92079210281372
sugar,1.5 cup white sugar,69,0.92079210281372
brown sugar,0.75 cup packed light brown sugar,69,0.92079210281372
egg,3.0 large egg,69,0.92079210281372
vanilla,1.5 teaspoon vanilla extract,69,0.92079210281372
all purpose flour,3.375 cups all purpose flour,69,0.92079210281372
salt,1.5 teaspoon salt,69,0.92079210281372
baking soda,1.5 teaspoon baking soda,69,0.92079210281372
chocolate chip,1.0 cup semi sweet chocolate chips,69,0.92079210281372
chocolate chip,1.0 cup white chocolate chips,69,0.92079210281372
milk,1.0 cup milk chocolate chips,69,0.92079210281372
butter,"0.8 cup butter, softened",70,0.910038089752198
sugar,0.8 cup white sugar,70,0.910038089752198
brown sugar,0.8 cup packed brown sugar,70,0.910038089752198
egg,1.6 eggs,70,0.910038089752198
vanilla,0.8 teaspoon vanilla extract,70,0.910038089752198
all purpose flour,1.6 cups all purpose flour,70,0.910038089752198
oat,2.0 cups rolled oats,70,0.910038089752198
salt,0.4 teaspoon salt,70,0.910038089752198
baking powder,0.8 teaspoon baking powder,70,0.910038089752198
baking soda,0.8 teaspoon baking soda,70,0.910038089752198
chocolate chip,1.6 cups semisweet chocolate chips,70,0.910038089752198
milk,"3.2 ounces milk chocolate, grated",70,0.910038089752198
walnut,1.2000000000000002 cups chopped walnuts,70,0.910038089752198
sugar,0.75 cup white sugar,78,0.915186214447022
brown sugar,0.75 cup packed brown sugar,78,0.915186214447022
egg,2.0 eggs,78,0.915186214447022
vanilla,1.0 teaspoon vanilla extract,78,0.915186214447022
butter,1.0 cup butter,78,0.915186214447022
all purpose flour,2.5 cups all purpose flour,78,0.915186214447022
salt,1.0 teaspoon salt,78,0.915186214447022
baking soda,1.0 teaspoon baking soda,78,0.915186214447022
baking powder,0.5 teaspoon baking powder,78,0.915186214447022
chocolate chip,2.0 cups semisweet chocolate chips,78,0.915186214447022
butter,2.0 cup butter,79,0.633333349227906
sugar,2.0 cup white sugar,79,0.633333349227906
brown sugar,1.0 cup brown sugar,79,0.633333349227906
egg,4.0 eggs,79,0.633333349227906
vanilla,4.0 teaspoons vanilla extract,79,0.633333349227906
all purpose flour,5.0 cups all purpose flour,79,0.633333349227906
salt,4.0 teaspoons salt,79,0.633333349227906
