Ingredient,Text,Recipe_Index,Rating
milk,4.0 tablespoons milk,6,0.8
chocolate,3.0 cups chopped bittersweet chocolate peasize pieces and shavings,6,0.8
all purpose flour,4.0 cups all purpose flour,7,0.8
baking powder,1.6 teaspoon baking powder,7,0.8
baking soda,1.6 teaspoon baking soda,7,0.8
salt,3.2 teaspoons kosher salt,7,0.8
butter,"12.8 ounces butter, softened",7,0.8
brown sugar,2.4 cups packed light brown sugar,7,0.8
sugar,0.4 cup sugar,7,0.8
egg,4.8 eggs,7,0.8
vanilla,1.6 tablespoon vanilla extract,7,0.8
chocolate,4.8 cups chopped bittersweet chocolate chunks and shavings,7,0.8
butter,0.872727272727 cup butter,8,1.0
brown sugar,"0.872727272727 cup dark brown sugar, packed",8,1.0
sugar,0.872727272727 cup granulated sugar,8,1.0
egg,1.74545454545 eggs,8,1.0
other,0.872727272727 teaspoon vanilla,8,1.0
oat,2.18181818182 cups oatmeal,8,1.0
other,1.74545454545 cups flour,8,1.0
salt,0.436363636364 teaspoon salt,8,1.0
baking soda,0.872727272727 teaspoon baking soda,8,1.0
baking powder,0.872727272727 teaspoon baking powder,8,1.0
chocolate chip,10.4727272727 ounces chocolate chips,8,1.0
milk,4.36363636364  ounce milk chocolate bar,8,1.0
sugar,0.75 cup granulated sugar,9,0.86
brown sugar,0.75 cup packed brown sugar,9,0.86
margarine,"1.0 cup butter or margarine, softened",9,0.86
other,1.0 teaspoon vanilla,9,0.86
egg,1.0 egg,9,0.86
all purpose flour,2.25 cups gold medal™ all purpose flour,9,0.86
baking soda,1.0 teaspoon baking soda,9,0.86
salt,0.5 teaspoon salt,9,0.86
other,1.0 cup coarsely chopped nuts,9,0.86
butter,0.8 cup 1 stick unsalted butter,10,0.8400000000000001
brown sugar,1.2 cup packed dark brown sugar,10,0.8400000000000001
sugar,1.2 cup sugar,10,0.8400000000000001
egg,3.2 large eggs,10,0.8400000000000001
vanilla,1.6 teaspoon pure vanilla extract,10,0.8400000000000001
chocolate chip,"1.6 12 ounce bag semisweet chocolate chips, or chunks",10,0.8400000000000001
all purpose flour,3.6 cups all purpose flour,10,0.8400000000000001
baking soda,1.2 teaspoon baking soda,10,0.8400000000000001
all purpose flour,1.8 cups all purpose flour,11,0.86
baking soda,0.8 teaspoon baking soda,11,0.86
salt,0.8 teaspoon salt,11,0.86
butter,"0.8 cup 2 sticks butter, softened",11,0.86
sugar,0.6 cup granulated sugar,11,0.86
brown sugar,0.6 cup packed brown sugar,11,0.86
vanilla,0.8 teaspoon vanilla extract,11,0.86
egg,1.6 large eggs,11,0.86
chocolate,1.6 cups 12 oz. pkg. nestlé® toll house® semi sweet chocolate morsels,11,0.86
all purpose flour,3.0 cups all purpose flour see notes below,12,0.984
baking soda,2.0 teaspoon baking soda,12,0.984
salt,1.0 teaspoon salt,12,0.984
butter,"1.0 cup unsalted butter see notes below, room temperature",12,0.984
brown sugar,1.0 cup firmly packed light brown sugar,12,0.984
sugar,12.0 tablespoons granulated sugar,12,0.984
egg,2.0 large egg,12,0.984
vanilla,2.0 teaspoon vanilla extract,12,0.984
chocolate chip,4.5 cups semisweet chocolate chips i used ghiradelli semi sweet,12,0.984
all purpose flour,3.0 cups all purpose flour,13,0.6
baking soda,0.666666666667 teaspoon baking soda,13,0.6
butter,"1.33333333333 cup 2 sticks unsalted butter, room temperature",13,0.6
sugar,0.666666666667 cup granulated sugar,13,0.6
brown sugar,1.33333333333 cup packed light brown sugar,13,0.6
salt,1.33333333333 teaspoon salt,13,0.6
vanilla,2.66666666667 teaspoons pure vanilla extract,13,0.6
egg,2.66666666667 large eggs,13,0.6
all purpose flour,5.53846153846 cups 380 grams all purpose flour,14,NA
baking soda,1.84615384615 teaspoon baking soda,14,NA
salt,1.84615384615 teaspoon fine sea salt,14,NA
butter,"3.69230769231 sticks 227 grams unsalted butter, at room temperature",14,NA
sugar,0.923076923077 cup 100 grams granulated sugar,14,NA
brown sugar,2.30769230769 cups 247 grams lightly packed brown sugar,14,NA
other,3.69230769231 teaspoons vanilla,14,NA
egg,"3.69230769231 large eggs, at room temperature",14,NA
butter,"1.06666666667 cup unsalted butter , melted and cooled at least 10 minutes 226g",15,1.0
brown sugar,1.33333333333 cup brown sugar tightly packed 250g,15,1.0
sugar,0.533333333333 cup sugar 100g,15,1.0
egg,1.06666666667 large egg + 1.06666666667 yolks room temperature preferred*,15,1.0
vanilla,1.6 teaspoon vanilla extract,15,1.0
all purpose flour,2.93333333333 cups all purpose flour 350g,15,1.0
cornstarch,2.13333333333 teaspoons cornstarch,15,1.0
baking soda,1.06666666667 teaspoon baking soda,15,1.0
salt,0.8 teaspoon salt,15,1.0
sugar,0.833333333333 cups granulated sugar save $,16,0.9
brown sugar,0.833333333333 cups packed brown sugar,16,0.9
margarine,"1.0 cups butter or margarine, softened save $",16,0.9
other,1.33333333333 teaspoons vanilla,16,0.9
egg,2.0 eggs,16,0.9
all purpose flour,2.83333333333 cups all purpose flour,16,0.9
baking soda,1.33333333333 teaspoons baking soda,16,0.9
salt,0.333333333333 teaspoon salt,16,0.9
butter,1.5 cups land o lakes® butter softened,17,0.9
sugar,1.25 cups sugar,17,0.9
brown sugar,1.25 cups firmly packed brown sugar,17,0.9
egg,2.0 large land o lakes® eggs,17,0.9
other,1.0 tablespoon vanilla,17,0.9
all purpose flour,4.25 cups all purpose flour,17,0.9
baking powder,1.0 teaspoon baking powder,17,0.9
baking soda,1.0 teaspoon baking soda,17,0.9
salt,1.0 teaspoon salt,17,0.9
chocolate chip,1.0 12 ounce package 2 cups semi sweet chocolate chips,17,0.9
brown sugar,"0.888888888889 cup light brown sugar, firmly packed",18,0.8800000000000001
sugar,0.888888888889 cup granulated sugar,18,0.8800000000000001
butter,"0.666666666667 cup unsalted butter, right from the fridge, or at room temperature",18,0.8800000000000001
shortening,0.666666666667 cup vegetable shortening,18,0.8800000000000001
salt,1.0 teaspoon salt use 1/2 teaspoon salt if you use salted butter,18,0.8800000000000001
vanilla,2.66666666667 teaspoons vanilla extract,18,0.8800000000000001
other,"0.333333333333 teaspoon almond extract, optional",18,0.8800000000000001
other,"1.33333333333 teaspoon vinegar, cider or white",18,0.8800000000000001
baking soda,1.33333333333 teaspoon baking soda,18,0.8800000000000001
egg,1.33333333333 large egg,18,0.8800000000000001
all purpose flour,2.66666666667 cups king arthur unbleached all purpose flour,18,0.8800000000000001
butter,1.5 cup unsalted butter melted and then cooled for at least 5 minutes* 226g,19,0.9800000000000001
brown sugar,2.25 cups light brown sugar packed 300g,19,0.9800000000000001
sugar,0.75 cup granulated sugar 100g,19,0.9800000000000001
egg,3.0 eggs room temperature preferred,19,0.9800000000000001
vanilla,1.5 teaspoon vanilla extract,19,0.9800000000000001
other,0.375 cup maple syrup 60ml,19,0.9800000000000001
all purpose flour,4.875 cups all purpose flour 415g,19,0.9800000000000001
cornstarch,3.0 teaspoon cornstarch,19,0.9800000000000001
baking powder,1.5 teaspoon baking powder,19,0.9800000000000001
baking soda,1.5 teaspoon baking soda,19,0.9800000000000001
salt,1.5 teaspoon salt,19,0.9800000000000001
butter,"4.0 sticks 1 cup unsalted butter, softened",20,0.96
brown sugar,2.0 cup light brown sugar,20,0.96
sugar,0.666666666667 cup granulated sugar,20,0.96
egg,4.0 large eggs,20,0.96
vanilla,4.0 teaspoons vanilla extract,20,0.96
all purpose flour,5.0 cups all purpose flour,20,0.96
baking powder,2.0 teaspoon baking powder,20,0.96
baking soda,2.0 teaspoon baking soda,20,0.96
salt,1.5 teaspoon salt,20,0.96
butter,16.0 ounces unsalted butter,21,NA
other,24.0 ounces bread flour,21,NA
salt,2.0 teaspoon kosher salt,21,NA
baking soda,2.0 teaspoon baking soda,21,NA
sugar,4.0 ounces granulated sugar,21,NA
brown sugar,16.0 ounces light brown sugar,21,NA
egg,2.0 large egg,21,NA
egg,2.0 large egg yolk,21,NA
milk,4.0 tablespoons whole milk,21,NA
vanilla,3.0 teaspoons vanilla extract,21,NA
all purpose flour,2.33333333333 cups plus 1 tablespoon all purpose flour,22,NA
baking soda,0.75 teaspoon baking soda,22,NA
salt,1.0 teaspoon kosher salt,22,NA
chocolate chip,"5.0 ounces 55.0 percent chocolate, cut into chip sized pieces about 1 1/4 cups",22,NA
chocolate chip,"5.0 ounces 70 to 72 percent chocolate, cut into chip sized pieces about 1 1/4 cups",22,NA
butter,"0.5 pound 2 sticks cold unsalted butter, cut into small pieces",22,NA
brown sugar,"1.0 cup packed dark brown sugar, preferably molasses sugar",22,NA
sugar,0.75 cup granulated sugar,22,NA
egg,2.0 large eggs,22,NA
other,,22,NA
all purpose flour,4.0 cups plus 3 tablespoons all purpose flour,23,0.9
salt,1.5 teaspoon kosher salt,23,0.9
baking soda,1.5 teaspoon baking soda,23,0.9
butter,"4.0 sticks unsalted butter, at room temperature",23,0.9
sugar,2.0 cup granulated sugar,23,0.9
other,0.666666666667 cup dark brown muscavado sugar,23,0.9
egg,4.0 large eggs,23,0.9
vanilla,3.0 teaspoons pure vanilla extract,23,0.9
sugar,2.0 ⁄4 cup white sugar,24,0.9
brown sugar,0.666666666667 cup brown sugar,24,0.9
butter,"0.666666666667 cup butter, softened",24,0.9
other,0.666666666667 tablespoon vanilla,24,0.9
egg,"1.33333333333 large eggs, slightly beaten",24,0.9
all purpose flour,2.0 cups all purpose flour,24,0.9
baking soda,2.0 ⁄4 teaspoon baking soda,24,0.9
salt,2.0 ⁄4 teaspoon salt,24,0.9
chocolate chip,2.0 cups semi sweet chocolate chips,24,0.9
all purpose flour,4.5 c. all purpose flour,25,NA
baking soda,2.0 tsp. baking soda,25,NA
salt,2.0 tsp. kosher salt,25,NA
butter,"4.0 sticks butter, softened",25,NA
sugar,1.5 c. granulated sugar,25,NA
brown sugar,1.5 c. lightly packed brown sugar,25,NA
egg,4.0 extra large eggs,25,NA
vanilla,2.0 tsp. pure vanilla extract,25,NA
butter,"2.0 cup butter, softened",26,0.9
brown sugar,2.0 cup packed brown sugar,26,0.9
sugar,1.5 cup sugar,26,0.9
egg,4.0 large eggs,26,0.9
vanilla,3.0 teaspoons vanilla extract,26,0.9
all purpose flour,5.33333333333 cups all purpose flour,26,0.9
baking soda,2.5 teaspoons baking soda,26,0.9
salt,2.0 teaspoon salt,26,0.9
chocolate chip,2.0 package 12 ounces semisweet chocolate chips,26,0.9
walnut,"4.0 cups coarsely chopped walnuts, toasted",26,0.9
all purpose flour,5.0 cups 325 grams all purpose flour,27,NA
other,,27,NA
baking soda,2.5 teaspoons baking soda,27,NA
other,,27,NA
salt,2.0 teaspoon kosher salt,27,NA
other,,27,NA
butter,"32.0 tablespoons 230 grams unsalted butter, at room temperature 2 sticks",27,NA
other,,27,NA
sugar,2.0 cup 200 grams granulated sugar,27,NA
other,,27,NA
brown sugar,2.0 cup 200 grams packed brown sugar,27,NA
other,,27,NA
vanilla,3.0 teaspoons vanilla extract,27,NA
other,,27,NA
egg,"4.0 large eggs, at room temperature",27,NA
other,,27,NA
all purpose flour,5.0 cups all purpose flour,28,0.9800000000000001
baking soda,2.5 teaspoons baking soda,28,0.9800000000000001
salt,2.0 teaspoon kosher salt,28,0.9800000000000001
butter,"32.0 tablespoons 230 grams unsalted butter, at room temperature 2 sticks",28,0.9800000000000001
sugar,2.0 cup 200 grams granulated sugar,28,0.9800000000000001
brown sugar,2.0 cup 200 grams packed brown sugar,28,0.9800000000000001
vanilla,3.0 teaspoons vanilla extract,28,0.9800000000000001
egg,"4.0 large eggs, at room temperature",28,0.9800000000000001
chocolate chip,4.0 cups chocolate chips,28,0.9800000000000001
other,2.66666666667 cups plus 2.66666666667 tablespoons flour,29,NA
baking soda,0.666666666667 teaspoon baking soda,29,NA
salt,0.666666666667 teaspoon salt,29,NA
butter,"16.0 tablespoons 1 1/2 sticks butter, melted and cooled for 5 minutes",29,NA
brown sugar,1.33333333333 cup brown sugar,29,NA
sugar,0.666666666667 cup granulated sugar,29,NA
egg,1.33333333333 large egg,29,NA
egg,1.33333333333 egg yolk when i double the recipe i do 3 eggs instead of 2 eggs and 2 yolks… it’s up to you,29,NA
other,2.66666666667 teaspoons vanilla,29,NA
oat,1.2 cup old fashioned oats,30,1.0
all purpose flour,5.4 cups all purpose flour,30,1.0
baking soda,2.4 teaspoon baking soda,30,1.0
salt,2.4 teaspoon salt,30,1.0
cinnamon,0.6 teaspoon ground cinnamon,30,1.0
butter,"2.4 cup unsalted butter, melted",30,1.0
brown sugar,"1.8 cup brown sugar, packed",30,1.0
sugar,1.8 cup granulated sugar,30,1.0
vanilla,2.4 tablespoon vanilla extract,30,1.0
other,1.2 teaspoon lemon juice,30,1.0
egg,4.8 large eggs,30,1.0
chocolate chip,7.2 cups chocolate chips use your favorite kind,30,1.0
shortening,0.4 cup shortening,31,0.8
butter,0.4 cup butter,31,0.8
brown sugar,0.8 cup packed brown sugar,31,0.8
sugar,0.4 cup granulated sugar,31,0.8
baking soda,0.4 teaspoon baking soda,31,0.8
egg,1.6 eggs,31,0.8
other,0.8 teaspoon vanilla,31,0.8
all purpose flour,2.0 cups all purpose flour,31,0.8
chocolate,1.6 cups semisweet chocolate pieces,31,0.8
pecan,"1.2 cups chopped walnuts, pecans, or hazelnuts optional",31,0.8
butter,"2.0 cup butter 1/2 cup melted, 1/2 cup softened",32,NA
brown sugar,5.5 cup brown sugar,32,NA
sugar,1.0 cup sugar,32,NA
egg,4.0 eggs,32,NA
vanilla,2.0 tablespoon vanilla extract,32,NA
other,6.0 cups flour,32,NA
baking soda,2.0 teaspoon baking soda,32,NA
baking powder,2.0 teaspoon baking powder,32,NA
salt,1.5 teaspoon salt,32,NA
chocolate chip,11.0 cups semisweet chocolate chips,32,NA
brown sugar,0.72 cup brown sugar packed,33,NA
sugar,0.72 cup sugar,33,NA
butter,"0.96 cup butter unsalted, melted",33,NA
egg,1.92 eggs,33,NA
vanilla,0.96 tsp vanilla extract,33,NA
baking soda,0.96 tsp baking soda,33,NA
salt,0.24 tsp salt,33,NA
all purpose flour,2.64 cup all purpose flour,33,NA
butter,3.42857142857 cup 8 oz/240g butter,34,NA
brown sugar,9.42857142857 cups 71/2oz/225g light brown sugar,34,NA
sugar,2.57142857143 cup 6oz/180g white granulated/caster sugar,34,NA
all purpose flour,36.0 cups 121/2oz/375g all purpose flour/plain flour,34,NA
salt,18.8571428571 teaspoon salt,34,NA
baking soda,3.42857142857 teaspoon baking soda,34,NA
egg,6.85714285714 large eggs*,34,NA
vanilla,"6.85714285714 teaspoon vanilla extract, optional",34,NA
all purpose flour,2.46153846154 cups all purpose flour,35,0.6
baking soda,0.923076923077 teaspoon baking soda,35,0.6
salt,0.923076923077 teaspoon salt,35,0.6
salt,"0.923076923077 cup 1 stick salted butter, softened",35,0.6
sugar,0.461538461538 cup plus 2 tablespoons granulated sugar,35,0.6
brown sugar,0.461538461538 cup plus 2 tablespoons packed brown sugar,35,0.6
vanilla,0.923076923077 teaspoon vanilla extract,35,0.6
egg,1.84615384615 large egg,35,0.6
chocolate,"1.84615384615 cup high quality chocolate, like guittard",35,0.6
other,5.25 cups flour,36,0.982
baking soda,1.875 tsp baking soda,36,0.982
baking powder,2.25 tsp baking powder,36,0.982
salt,1.125 tsp salt,36,0.982
butter,1.875 cups real unsalted butter,36,0.982
brown sugar,1.875 cups dark brown sugar,36,0.982
sugar,1.5 cup plus 2 tbsp sugar,36,0.982
egg,3.0 large eggs,36,0.982
vanilla,3.0 tsp vanilla extract,36,0.982
all purpose flour,4.0 cups all purpose flour,37,0.8
baking soda,1.33333333333 teaspoon baking soda,37,0.8
salt,1.33333333333 teaspoon salt,37,0.8
butter,"2.66666666667 sticks unsalted butter divided; 1 stick melted to browned butter, 1 stick room temperature",37,0.8
sugar,1.33333333333 cup granulated sugar,37,0.8
brown sugar,0.666666666667 cup dark brown sugar,37,0.8
brown sugar,0.666666666667 cup light brown sugar,37,0.8
vanilla,1.33333333333 tablespoon pure vanilla extract,37,0.8
egg,2.66666666667 large eggs room temperature,37,0.8
chocolate chip,1.33333333333 cup semisweet chocolate chips,37,0.8
other,5.2 cups flour,38,NA
baking soda,1.6 teaspoon baking soda,38,NA
salt,1.2 teaspoon salt,38,NA
butter,"2.13333333333 cups butter, softened",38,NA
sugar,2.0 cups granulated sugar,38,NA
brown sugar,1.6 cup firmly packed light brown sugar,38,NA
egg,3.2 eggs,38,NA
vanilla,6.4 teaspoons mccormick® pure vanilla extract,38,NA
chocolate chip,1.6 package 12 ounces semi sweet chocolate chips,38,NA
butter,"0.8 cup butter 2 sticks , softened",39,NA
sugar,0.6 cup granulated sugar,39,NA
brown sugar,0.6 cup light brown sugar packed,39,NA
vanilla,0.8 teaspoon vanilla extract,39,NA
egg,1.6 eggs,39,NA
all purpose flour,1.6  1/4 cups all purpose flour,39,NA
baking soda,0.8 teaspoon baking soda,39,NA
salt,0.4 teaspoon salt,39,NA
milk,1.6 cups hershey's milk chocolate chips 11.5 oz. pkg.,39,NA
butter,"1.0 cup 2 sticks 226 grams unsalted butter, room temperature",40,NA
other,,40,NA
sugar,0.75 cup 150 grams granulated white sugar,40,NA
other,,40,NA
brown sugar,0.75 cup 160 grams firmly packed light brown sugar,40,NA
other,,40,NA
egg,2.0 large eggs,40,NA
other,,40,NA
vanilla,1.5 teaspoons pure vanilla extract,40,NA
other,,40,NA
all purpose flour,2.25 cups 295 grams all purpose flour,40,NA
other,,40,NA
baking soda,1.0 teaspoon baking soda,40,NA
other,,40,NA
salt,0.5 teaspoon salt,40,NA
other,,40,NA
chocolate chip,1.5 cups 270 grams semisweet chocolate chips,40,NA
other,,40,NA
pecan,"1.0 cup 100 grams walnuts or pecans, coarsely chopped optional",40,NA
other,,40,NA
other,,40,NA
other,,40,NA
chocolate chip,read more: http://www.joyofbaking.com/chocolatechipcookies.html#ixzz58.0 zefqjmn,40,NA
sugar,0.9 cup granulated sugar,41,NA
brown sugar,"0.9 cup packed brown sugar light or dark, but we prefer dark!",41,NA
salt,"0.6 cup 1 stick salted butter, very soft",41,NA
egg,2.4 large eggs,41,NA
vanilla,1.2 teaspoon vanilla extract,41,NA
salt,1.2 teaspoon table salt,41,NA
baking soda,1.2 teaspoon baking soda,41,NA
all purpose flour,2.7 cups all purpose flour,41,NA
sugar,0.8 cup white sugar,42,NA
brown sugar,1.6 cup brown sugar,42,NA
butter,"1.6 cup butter, softened",42,NA
egg,3.2 eggs,42,NA
other,3.2 teaspoons vanilla,42,NA
other,4.8 cups flour,42,NA
salt,1.6 teaspoon salt,42,NA
baking soda,1.6 teaspoon baking soda,42,NA
all purpose flour,2.52631578947 and 3/4 cups 345 grams all purpose flour spooned & leveled,43,NA
baking soda,1.26315789474 teaspoon baking soda,43,NA
salt,1.26315789474 teaspoon salt,43,NA
butter,"1.26315789474 cup 230 grams unsalted butter, softened to room temperature",43,NA
brown sugar,1.26315789474 cup 200 grams brown sugar,43,NA
sugar,0.631578947368 cup 100 grams granulated sugar,43,NA
egg,"2.52631578947 large eggs, room temperature",43,NA
vanilla,2.52631578947 teaspoons pure vanilla extract,43,NA
all purpose flour,4.0 cups plus 4.0 tbsp all purpose flour,44,NA
baking soda,1.0 teaspoon baking soda,44,NA
salt,1.0 teaspoon salt,44,NA
butter,24.0 tablespoons butter 1 1/2 sticks melted and cooled until warm,44,NA
brown sugar,2.0 cup brown sugar,44,NA
sugar,1.0 cup granulated sugar,44,NA
egg,2.0 large egg + 2.0 egg yolk,44,NA
vanilla,4.0 teaspoons vanilla extract,44,NA
butter,1.33333333333 cup countryside creamery unsalted butter softened,45,NA
other,,45,NA
sugar,0.666666666667 cup baker’s corner granulated sugar,45,NA
other,,45,NA
brown sugar,0.666666666667 cup packed baker’s corner brown sugar,45,NA
other,,45,NA
egg,2.66666666667 goldhen large eggs,45,NA
other,,45,NA
baking soda,1.33333333333 teaspoon baker’s corner baking soda,45,NA
other,,45,NA
salt,1.33333333333 teaspoon stonemill essentials iodized salt,45,NA
other,,45,NA
vanilla,1.33333333333 teaspoon stonemill essentials pure vanilla extract,45,NA
other,,45,NA
all purpose flour,2.66666666667 cups baker’s corner all purpose flour,45,NA
other,,45,NA
butter,0.666666666667 cup butter softened,46,NA
shortening,0.666666666667 cup shortening,46,NA
brown sugar,1.0 cup packed brown sugar i always use dark,46,NA
sugar,1.0 cup granulated sugar,46,NA
egg,2.0 egg,46,NA
other,2.0 teaspoon vanilla,46,NA
milk,4.0 cups semi sweet or milk chocolate chips,46,NA
all purpose flour,3.5 cup all purpose flour,46,NA
baking soda,2.0 teaspoon baking soda,46,NA
salt,1.5 teaspoon salt,46,NA
all purpose flour,1.42857142857 cups unsifted all purpose flour,47,NA
baking soda,0.571428571429 teaspoon baking soda,47,NA
salt,0.571428571429 teaspoon salt,47,NA
butter,"0.571428571429 cup butter, softened",47,NA
sugar,0.428571428571 cup granulated sugar,47,NA
brown sugar,0.428571428571 cup firmly packed brown sugar,47,NA
egg,1.14285714286 large eggs,47,NA
other,0.571428571429 teaspoon vanilla,47,NA
chocolate chip,1.14285714286 cups guittard real semisweet chocolate chips,47,NA
brown sugar,"0.888888888889 cup light brown sugar, firmly packed",48,NA
sugar,0.888888888889 cup granulated sugar,48,NA
butter,"0.666666666667 cup unsalted butter, right from the fridge, or at room temperature",48,NA
shortening,0.666666666667 cup vegetable shortening,48,NA
salt,1.0 teaspoon salt use 1/2 teaspoon salt if you use salted butter,48,NA
vanilla,2.66666666667 teaspoons vanilla extract,48,NA
other,"0.333333333333 teaspoon almond extract, optional",48,NA
other,"1.33333333333 teaspoon vinegar, cider or white",48,NA
baking soda,1.33333333333 teaspoon baking soda,48,NA
egg,1.33333333333 large egg,48,NA
all purpose flour,2.66666666667 cups king arthur unbleached all purpose flour,48,NA
other,3.2 	cups minus 3.2  tablespoons cake flour,49,NA
other,2.66666666667 	cups bread flour,49,NA
baking powder,2.4 	teaspoons baking powder,49,NA
baking soda,2.0 	teaspoons baking soda,49,NA
salt,2.4 	teaspoons coarse salt,49,NA
butter,"2.0 	cups 2 1/2 sticks butter, at room temperature",49,NA
brown sugar,2.0 	cups packed brown sugar,49,NA
sugar,1.6 	cup plus 2 tablespoons granulated sugar,49,NA
egg,3.2 	large eggs,49,NA
vanilla,3.2 	teaspoons vanilla extract,49,NA
chocolate,2.13333333333 	pounds bittersweet chocolate discs,49,NA
all purpose flour,4.25 	cups all purpose flour,50,NA
baking soda,2.0 	teaspoon baking soda,50,NA
salt,2.0 	teaspoon kosher salt,50,NA
chocolate chip,3.0 	cups regular semisweet chocolate chips,50,NA
chocolate chip,2.0 	cup large bittersweet chocolate chips,50,NA
walnut,"3.0 	cups walnuts, finely chopped",50,NA
butter,"2.0 	cup 2 sticks unsalted butter, room temperature",50,NA
brown sugar,"2.0 	cup light or dark brown sugar, tightly packed",50,NA
sugar,1.0 	cup white sugar,50,NA
egg,4.0 	eggs,50,NA
all purpose flour,2.13333333333 	cups all purpose flour,51,NA
salt,1.06666666667 	teaspoon salt 1.06666666667  1.06666666667 /4 teaspoons if you really like salt,51,NA
baking soda,0.8 	teaspoon baking soda,51,NA
butter,"8.53333333333 	ounces unsalted butter, at room temperature",51,NA
sugar,1.06666666667 	cup sugar,51,NA
brown sugar,0.711111111111 	cup packed light brown sugar,51,NA
vanilla,2.13333333333 	teaspoons pure vanilla extract,51,NA
egg,2.13333333333 	large eggs,51,NA
chocolate chip,"2.13333333333 	cups bittersweet chocolate, chopped into chips, or store bought chocolate chips or chunks",51,NA
all purpose flour,1.68 	cups 238 grams all purpose flour,52,NA
wheat flour,0.64 	cup 91 grams whole wheat flour,52,NA
baking soda,0.72 	teaspoon baking soda,52,NA
other,0.24 	teaspoon freshly grated nutmeg,52,NA
other,0.24 	teaspoon ground coriander,52,NA
butter,"1.92 	sticks 8 ounces; 1.92 1.92 6 grams unsalted butter, cut into chunks, at room temperature",52,NA
sugar,0.96 	cup 200 grams sugar,52,NA
brown sugar,0.72 	cup 150 grams packed light brown sugar,52,NA
salt,1.2 	teaspoons fine sea salt,52,NA
egg,"1.92 	large eggs, at room temperature",52,NA
vanilla,1.92 	teaspoons pure vanilla extract,52,NA
all purpose flour,5.25 	cups unbleached all purpose flour,53,NA
baking soda,1.5 	teaspoon baking soda,53,NA
butter,42.0 	tablespoons unsalted butter 1 3/4 sticks,53,NA
sugar,1.5 	cup granulated sugar,53,NA
brown sugar,2.25 	cups packed dark brown sugar,53,NA
salt,3.0 	teaspoon table salt,53,NA
vanilla,6.0 	teaspoons vanilla extract,53,NA
egg,3.0 	large egg,53,NA
egg,3.0 	large egg yolk,53,NA
chocolate chip,3.75 	cups semisweet chocolate chips or chunks see note,53,NA
shortening,1.0 cup crisco® butter flavor all vegetable shortening,54,NA
brown sugar,1.66666666667 cups firmly packed light brown sugar,54,NA
