Sentence,Cluster,Coord1,Coord2
Beat in the egg and vanilla.,4,-0.834797398522,-0.447474505206
"Gradually stir in the sifted ingredients, then stir in the chocolate chips.",3,-0.942629240155,0.0820590533423
"Drop by rounded tablespoonfuls onto ungreased cookie sheets.
",6,0.648354004063,0.655110382861
Bake for 8 to 10 minutes in preheated oven.,1,1.07927681612,0.838062612356
"Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.
",0,0.662926177926,-0.386011017193
Preheat the oven to 375 degrees F (190 degrees C).,2,1.41206031767,1.20158972469
"Stir together the flour, baking soda, salt and instant pudding powder; set aside.
",5,-0.883262570514,0.51007879927
"In a medium bowl, cream together the butter, white sugar and brown sugar until smooth.",5,-1.04093024814,0.106766275555
Blend in the eggs and vanilla.,3,-1.04591745775,-0.177655122474
Gradually mix in the dry ingredients until just blended.,4,-0.694808433972,-0.336390330289
Stir in the chocolate chips by hand using a wooden spoon.,4,-0.503702120058,-0.178751447956
Scoop cookies using an ice cream scoop or by heaping tablespoons.,5,-0.69232060824,0.615887090343
"Place cookies at least 2 inches apart onto ungreased cookie sheets.
",6,0.670257308047,0.490111075304
"Bake for 8 to 10 minutes in the preheated oven, until lightly golden.",1,0.601966647969,0.435801646617
"Cool on baking sheets for a few minutes before removing to wire racks to cool completely.
",0,0.593821816305,-0.482742404809
"Preheat oven to 375 degrees F (190 degrees C).
",2,1.45987661323,1.34774083159
"In a large bowl, cream together the shortening, butter, white sugar, and brown sugar until smooth.",5,-0.963812184081,0.0583274237714
"Beat in the eggs one at a time, then stir in the vanilla.",4,-0.288195496891,-0.791093584132
"Combine the flour, baking soda, and salt; stir into the creamed mixture.  ",5,-0.970204673889,0.555537188909
Stir in the pecans and chocolate chips.,3,-1.18832606248,0.363148772479
Use a measuring tablespoon to round dough into balls.,6,-0.11951512341,0.212273542911
"Don't roll the balls, just make them rounded.",0,0.215648784318,-1.12161390867
"Place onto ungreased baking sheets.
",6,0.503998636829,1.25602212951
"Bake 10 to 12 minutes in the preheated oven, or until centers are set and very lightly browned.",1,0.526266858126,0.173488849424
Don't overbake.,0,0.833463821289,-0.586902516334
Cool 2 to 3 minutes before removing from baking sheets.,1,0.611655423513,-0.0511720739924
"Make sure you have lots of ice cold milk!!!
",0,0.0660595854091,-0.846048779555
"Preheat the oven to 375 degrees F (190 degrees C).
",2,1.3788143236,1.12448128171
"In a large bowl, cream together the butter and sugar until smooth.",4,-0.863860756643,-0.134822657661
Beat in the vanilla and eggs one at a time.,4,-0.241500874778,-0.87788851804
"Combine the flour, baking soda and salt; stir into the sugar mixture.",5,-1.25064311386,0.714924174277
"Finally, mix in the chocolate chips.",3,-0.714921955199,-0.413153127131
"Drop by tablespoonfuls onto ungreased cookie sheets.
",6,0.71379553963,0.722080977582
"Bake for 8 to 10 minutes in the preheated oven, or until edges are golden.",1,0.661479936896,0.175039919199
"Remove from baking sheet to cool on wire racks.
",6,0.648385544179,0.0584714751371
Preheat oven to 350 degrees F. Line cookie sheets,2,1.16994989417,1.59716017875
* with Reynolds Parchment Paper; set aside.,6,0.509976772405,0.00813986933106
"On another sheet of Reynolds(R) Parchment Paper, combine flour, baking soda, salt and cinnamon; set aside.
",5,-0.34807108746,0.434030110566
"Beat together butter, brown sugar and granulated sugar in a large mixing bowl, with an electric mixer, until light and fluffy.",5,-0.822265198286,0.110351930439
"Beat in eggs and vanilla.
",3,-0.722586321822,-0.183454685952
Add flour mixture gradually to butter mixture; beat until well blended.,5,-0.990899725468,0.387179426906
Stir in chocolate chips and nuts.,3,-1.21124732862,0.271859919401
"Drop by rounded tablespoons onto parchment-lined cookie sheets.
",6,0.237390742537,0.689601576954
Bake 10 to 12 minutes or until lightly browned.,1,0.595111630675,0.4905418618
"Cool.
",0,0.682097908212,-0.533614923236
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
"In a medium bowl, cream together shortening, brown sugar and white sugar.",5,-1.07685343297,0.266192442601
Mix in the egg and vanilla.,3,-1.02829444372,-0.156236531061
"Combine the flour, baking soda and salt; stir into the batter until moistened.",5,-0.960613166687,0.610855901999
Mix in the walnuts and chocolate chips.,3,-1.15859209604,0.143397121766
"Drop by heaping spoonfuls onto ungreased cookie sheets.
",6,0.235602228256,1.22352868598
"Bake for 8 minutes in the preheated oven, until the edges are light brown.
",1,0.506761034722,0.236184734943
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
"In a large bowl, cream the butter, brown sugar and white sugar until smooth.",5,-1.07275788037,0.0919888736948
"Add the eggs one at a time, beating after each addition.",0,0.128559356299,-1.02408420246
Stir in the milk and vanilla.,3,-1.19256010732,0.0181924589748
"Sift together the flour, baking powder, baking soda and salt, stir into the creamed mixture.",5,-1.16114849465,0.78972935866
"Using a wooden spoon, stir in the rolled oats, chocolate chips and walnuts.
",3,-0.810202695806,0.213221219184
"Roll the dough into walnut sized balls, and place 2 inches apart on an unprepared cookie sheet.",6,0.17718901888,-0.0328892276164
Bake for 10 to 12 minutes in the preheated oven.,1,1.02859820213,0.596413783413
"Cool cookies on wire racks.
",0,0.588369008625,-0.0371143915131
"Preheat oven to 375 degrees F (190 degrees C).
",2,1.45987661323,1.34774083159
"In a medium-sized mixing bowl, combine flour and baking soda.",5,-0.783902177964,0.599265531674
Set aside.,0,0.497541305095,-0.854369939341
"In another large mixing bowl, combine butter, white sugar, brown sugar, vanilla, and pudding mix.",5,-1.27668653525,0.327825003365
Beat until smooth and creamy.,4,-0.682751384312,-0.621172427705
Beat in eggs.,4,-0.497062464917,-0.501590685718
Gradually stir in flour mixture.,5,-1.30973771682,0.93779721174
"Stir in chocolate chips.
",3,-0.895146388911,0.415202253637
"Drop batter by heaping teaspoonfuls, about 2 inches apart, onto an ungreased cookie sheet.",6,0.39200535835,0.448347087031
"Bake for 9 to 9 1/2 minutes, or until browned.
",1,0.647563973307,0.317008896834
"Preheat oven to 375 degrees F (190 degrees C).
",2,1.45987661323,1.34774083159
"Combine butter, sugar, eggs and vanilla.  ",5,-1.3388646171,0.578584610952
"In a blender or food processor, process the oats until finely chopped.  ",4,-0.487886882649,0.0553846273001
"Then, in separate bowl, combine chopped oatmeal, flour, baking powder and baking soda.  ",5,-1.03462293895,0.777505796674
Add flour mixture to butter mixture.  ,5,-1.14472415188,1.16967764337
"Gradually add the chopped milk chocolate chips and whole chocolate chips.
",3,-1.18475833506,0.343560844213
Roll dough into golf ball size balls.  ,6,0.193765954229,-0.035453967165
Press with fork.   ,0,0.51654790366,-0.239555053376
Bake for 6 to 8 minutes.  ,1,1.05261410176,0.0845810279575
Do not overbake.  ,0,0.865137252206,-0.447632804461
"When they come out of the oven, the cookies will be soft.  ",0,0.262897707876,-0.852722017453
"Place a chocolate chunk in the center.
",0,0.020336835081,-0.646786881054
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Grease cookie sheets.
",6,0.317711555634,0.917458181847
"In a large bowl, cream together the shortening, white sugar, brown sugar and honey until smooth.",5,-0.964754459983,-0.00234255506038
"Beat in the eggs one at a time, then stir in the vanilla.",4,-0.288195496891,-0.791093584132
"Combine the flour, baking soda and salt; stir into the creamed mixture.",5,-1.14339341844,0.664027163729
"Using a wooden spoon, stir in the oats, cereal, jumbo chocolate chips and milk chocolate chips.",3,-1.09807713775,0.301277329235
"Drop by heaping teaspoonfuls onto the prepared cookie sheets.
",6,0.306672532613,0.0752022964741
"Bake for 8 to 10 minutes in the preheated oven, until golden.",1,0.732004094192,0.371316225005
"Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.
",0,0.631595205131,-0.390328916713
Cream sugar into shortening.  ,5,-1.01186603505,0.647292582831
Add milk and vanilla beat until fluffy.  ,4,-0.855507623146,0.00215932453419
Blend in egg.  ,4,-0.569441048045,0.02161950291
Then add dry ingredients and mix well.  ,4,-0.513483853291,-0.266653388336
"Stir in chips and nuts.
",3,-0.63047125367,0.0710953120735
Drop by teaspoon onto greased baking sheets and bake at 350 degrees F (175 degrees C) for 8-10 minutes for chewy cookies or 10-13 minutes for crispy cookies.  ,1,0.671001280522,0.620795734189
"ENJOY!!!
",0,0.77616602267,-1.00631833498
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
Pour the cake mix into a large bowl.,4,-0.512139207172,-0.0911311055309
"Stir in the butter, eggs and vanilla with an electric mixer until well blended.  ",4,-0.681901203964,0.00783331220833
Stir in the chocolate chips.,3,-0.998748305527,0.0985414996162
"Drop by rounded spoonfuls onto cookie sheets.
",6,0.308325317663,0.437082282421
"Bake for 11 to 15 minutes in the preheated oven, until the edges are golden.",1,0.684945330935,0.101526440366
"Cool on baking sheets for a few minutes before removing to cool on wire racks.
",0,0.612670534826,-0.404759086361
"Preheat oven to 350 degrees F (180 degrees C).
",2,1.46711386797,1.28854968442
Cream butter or margarine and sugars.  ,5,-1.27278702186,0.946476196809
"Add already beaten eggs and vanilla.
",4,-0.681128016506,-0.102821653806
Mix dry ingredients together and mix with creamed mixture.  ,5,-0.971101963105,0.258183436641
"Add chocolate chips and nuts.
",3,-0.826807850806,0.202041603529
Bake 8 to 10 minutes until done.   ,1,0.963934785958,-0.108033114129
These are not HOT HOT --   ,0,0.203043874145,-0.937702007115
"Just a little surprise, definitely a little kick, goes well with the chocolate.
",0,-0.0767029444948,-1.18876900917
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Grease cookie sheets.
",6,0.317711555634,0.917458181847
"In a large bowl, cream together the butter, sugar.",5,-0.950275815424,-0.000163198264494
Beat in egg and vanilla.,3,-1.0280977759,-0.225738055907
Stir in the zucchini.,3,-0.616555404241,0.144505638031
"Combine the flour, baking powder, salt and cinnamon; stir into the zucchini mixture.",5,-1.21214493896,0.819670484038
Mix in the chocolate chips and walnuts.,3,-1.15859212427,0.143397040841
"Drop by heaping spoonfuls onto the prepared cookie sheets.
",6,0.0978503578192,0.383998493658
"Bake for 12 to 15 minutes in the preheated oven, until edges are light brown.",1,0.613156420693,0.25553035191
"Remove from baking sheets to cool on wire racks.
",6,0.625375790099,0.057383177868
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
"In a large bowl, cream together the butter flavored shortening, brown sugar and white sugar until smooth.",5,-1.14224536815,0.189126157441
"Beat in the eggs, one at a time, then stir in the vanilla.",4,-0.288257964936,-0.781546948478
"Combine the flour, baking soda and salt; stir into the creamed mixture.",5,-1.14339341844,0.664027163729
"Finally, fold in the chocolate chips, coconut and macadamia nuts.",3,-0.892973616024,0.0182384436678
"Roll dough into 1 inch balls and place them 2 inches apart onto ungreased cookie sheets.
",6,0.44550914736,0.475151510241
Bake for 8 to 10 minutes in the preheated oven.,1,1.01070663151,0.600248443926
Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.,0,0.615844130368,-0.415948945094
- they will be chewy.  ,0,0.355820322964,-0.842916509487
"If you like them crispy, increase the cooking time to about 12 minutes.",0,0.41530974169,-0.787580129875
"(My mom loves them burnt!)
",0,0.429165798801,-0.706384473127
"Preheat oven to 375 degrees F ( 190 degrees C).
",2,1.45987661323,1.34774083159
"Sift together in a large bowl flour, baking soda and salt.",5,-1.01003881562,0.608667507254
"To this add sugars, egg, vanilla extract and butter.",5,-1.07242016436,0.190952462825
Beat until smooth and well blended.  ,4,-0.302257643731,-0.690409048178
"Stir in nuts and chocolate chips.
",3,-0.941514334056,0.253136427217
Drop by teaspoonfuls 2 inches apart on ungreased cookie sheet.,6,0.840918441191,0.567237076307
Bake for 10-12 minutes or until golden colored.,1,0.622503949951,-0.0486829003485
"Cool on wire rack.
",0,0.872351420665,-0.255411078681
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
"In a large bowl, cream together the shortening, margarine, white sugar and brown sugar until smooth.",5,-0.976853490505,0.148667161554
Mix in the vanilla and eggs until well blended.,4,-0.928616031168,-0.298394360212
"Combine the flour, baking soda and baking powder; stir into the creamed mixture until just blended.",5,-1.06377964915,0.606660987975
Mix in the chocolate chips.,3,-0.945379303365,-0.114835434585
Drop by heaping teaspoonfuls onto ungreased baking sheets.,6,0.343757467345,1.19780562109
"Cookies should be at least 2 inches apart.
",0,0.773760595357,-0.468354956962
"Bake for 8 to 10 minutes in the preheated oven, until edges are golden.",1,0.683101727797,0.242268084606
Let cookies cool for an hour or so before eating.,0,0.289384600339,-0.939845043527
"You can try them fresh from the oven, but they will crumble and fall apart.
",0,0.188716973243,-0.894975777928
Preheat oven to 300 degrees F (150 degrees C).,2,1.49541002247,1.24280177492
"Sift together the flour, baking soda, salt and cinnamon, set aside.
 ",5,-0.843918229435,0.486221682284
"In a medium bowl, cream together the butter, brown sugar and white sugar.",5,-1.13431921981,0.195891155282
"Beat in the eggs, vanilla and honey.",3,-0.967236240837,-0.305269650061
"Stir in the dry ingredients, then fold in the chocolate chips, chocolate candies,  peanut butter chips and nuts.",3,-1.03547663922,0.247005209528
"Drop dough by teaspoons onto an unprepared cookie sheet.
",6,0.138164197827,0.557531516048
"Bake for 15 to 18 minutes in the preheated oven, until the cookies are golden around the edges.",1,0.571506698135,-0.00351503162965
"Remove from the baking sheet to cool on wire racks.
",0,0.62143716689,-0.0945588704442
"Preheat oven to 350 degrees F (175 degrees C).
",2,1.44199879363,1.29716290646
"In a  medium bowl, cream together the butter, white sugar and brown sugar until smooth.",5,-0.936322530748,0.107571788606
"Beat in the egg, then stir in the vanilla.",4,-0.682727702953,-0.485631939422
"Combine the flour and baking soda, stir into the creamed mixture.",5,-1.15306971845,0.616170362289
Fold in the chocolate chips and walnuts.,3,-0.87124631175,0.159548792395
"Drop by rounded ice cream scoops onto a cookie sheet, and press down slightly to flatten.",6,0.0311130480061,-0.123918776344
"Cookies should be about 2 inches apart.
",0,0.670071318663,-0.388835232071
Bake for 11 to 14 minutes in the preheated oven.,1,1.05456174389,0.557534897155
"Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.
",0,0.631595205131,-0.390328916713
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Whisk flour, baking soda, and salt together in a bowl.
",5,-0.970973670102,0.66008316887
"In a large mixing bowl, mash the butter with white sugar and brown sugar until the mixture is well combined.",4,-0.863911179334,-0.0396362421634
"Beat in the eggs, one at a time, and stir in vanilla extract.",4,-0.450898622934,-0.60388539258
"Stir in the flour mixture, about 1 cup at a time, then mix in the chocolate chips.",4,-0.572187560656,-0.0919028994802
"Drop the dough by rounded tablespoon onto baking sheets, about 2 inches apart.
",6,0.215970187514,0.447286428481
"Bake in the preheated oven until golden brown, 12 to 15 minutes.",1,0.584405533117,0.548890410745
"Allow to cool for about 5 minutes on the baking sheets before removing cookies to finish cooling.
",0,0.575092458696,-0.356098707331
Preheat the oven to 375 degrees F (190 degrees C).,2,1.41206031767,1.20158972469
"Grease cookie sheets.
",6,0.317711555634,0.917458181847
"In a large bowl, cream together butter, brown sugar and white sugar until smooth.",5,-1.11270562211,0.130210843425
"Beat in the eggs one at a time, then stir in the vanilla.",4,-0.288195496891,-0.791093584132
"Combine the flour, cocoa, baking soda and salt; stir into the creamed mixture.",5,-1.22622305755,0.682105120266
Mix in the chocolate chips and marshmallows.,3,-0.987929105617,0.0950056705781
"Drop by rounded spoonfuls onto the prepared cookie sheets about 2 inches apart.
",6,0.459863730692,0.0916482656457
Bake for 8 to 10 minutes in the preheated oven.,1,1.01070663151,0.600248443926
"Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.
",0,0.631595205131,-0.390328916713
"In a large bowl, cream the margarine, butter and both sugars until light and fluffy.
",4,-0.735649742858,0.0152169185488
"Add the eggs, milk and vanilla and beat until well blended.
",4,-0.804470326684,-0.293842142588
"Sift the flour, baking powder, baking soda and salt together and add to the butter mixture.  ",5,-0.987600094082,0.694089122265
Stir just until blended.  ,4,-0.405905613861,-0.14133054692
Stir in the oats until well blended.,4,-0.809476063542,-0.172088547979
"Fold in the chocolate and walnuts.
",3,-0.548855435856,0.0314615255539
"Cover and refrigerate the dough for at least 1 hour.
",1,0.592688658817,-0.116344630944
Preheat oven to 350 degrees.  ,2,1.39206145317,1.61094859101
"Grease cookie sheets.
",6,0.317711555634,0.917458181847
Take a teaspoonful  (for small cookies) or a tablespoonful (for large cookies) of dough and shape the dough into balls.  ,6,0.111232186305,0.00352754635653
Flatten slightly into rounded disks.  ,6,0.340347388306,-0.0826349962432
"Place 2 inches apart on the cookie sheets and bake until the edges are slightly browned, about 10 minutes.
",1,0.489032730907,-0.0865651549491
Remove from the oven and let cool on the sheets for about 10 minutes.  ,0,0.73604136804,-0.497225107067
"Remove to wire racks to cool completely.
",0,0.778797018762,-0.559706269239
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Stir together the flour, baking soda and salt; set aside.
",5,-0.741126670844,0.437935132616
"In  a large bowl, cream together the vegetable oil, brown sugar and white sugar until smooth.",5,-0.910369100774,0.0447266498018
"Beat in the eggs one at a time, then stir in the vanilla and almond extracts.",4,-0.528138666636,-0.562939593687
"Blend in the dry ingredients, then fold in the chocolate chips.",4,-0.688191500305,-0.234902883545
"Drop by rounded spoonfuls onto ungreased cookie sheets.
",6,0.418649627338,0.994786171943
Bake for 8 to 10 minutes in the preheated oven.,1,1.01070663151,0.600248443926
"Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.
",0,0.631595205131,-0.390328916713
Preheat the oven to 375 degrees F (190 degrees C).,2,1.41206031767,1.20158972469
"Lightly grease 2 baking sheets.
",6,0.1128397173,1.21401955925
Cream the margarine with the white and brown sugars in a mixing bowl until light and fluffy.,4,-0.803531075163,-0.0216102434502
Beat in the eggs and  vanilla extract.,4,-0.713244511473,-0.237849111872
Mix the instant coffee and water together in a small bowl; stir into the egg and sugar mixture.,4,-0.798123911713,-0.14969705876
Stir in the strawberry jam.,3,-0.752402399794,-0.094481365436
"chestnut puree, hot chocolate mix, cinnamon, nutmeg, lemon juice, orange liqueur, and maple extract until evenly blended.",5,-1.45759749372,0.679753525746
"Gradually stir in the flour, granola, baking powder, baking soda, and salt until evenly blended.",5,-1.12289730389,0.773145102896
"Stir in the chocolate chips, walnuts, and grated chocolate until well blended.",3,-1.21613964085,0.295250297248
Pinch off tablespoon-sized amounts of dough and roll between hands to make 1 inch diameter balls.,6,0.104288039233,0.14870710799
"Place balls on prepared baking sheets and flatten with a floured glass to be 1/4 inch high.
",6,0.267865591408,0.23095706929
"Bake in preheated oven until tops are set when lightly touched, 10 to 12 minutes.",1,0.644081474811,0.217300377165
"Cool 10 minutes on baking sheets before moving to a rack to cool completely.
",0,0.67979318671,-0.442459758752
"Preheat the oven to 350 degrees F (175 degrees C).
",2,1.36221351608,1.07751607428
"In a large bowl, mix together the sugar, brown sugar, and eggs until creamy.",5,-1.00410680292,-0.0567104921743
Melt the butter or margarine in a saucepan over low heat and mix into the sugar along with the vanilla.,4,-0.728897204149,0.129185238721
Combine the flour and baking soda; stir into the batter until it becomes dough.,5,-0.732459919914,0.351067607334
Mix in chocolate chips.,3,-1.19945612075,0.217776092222
"Drop by teaspoonfuls about 2 inches apart on ungreased cookie sheets.
",6,0.828050665788,0.386091986437
"Bake in the preheated oven for 5 to 7 minutes, until browned at the edges.
",1,0.746320240791,0.328824223429
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Grease cookie sheets.
",6,0.317711555634,0.917458181847
"In a large bowl, cream together the butter flavored shortening, white sugar and brown sugar until smooth.",5,-1.14224536597,0.189126145149
"Beat in the eggs, one at a time then stir in the vanilla.",4,-0.288195500877,-0.791093574161
"Combine the flour, baking powder and salt; stir into the creamed mixture.",5,-1.13277291107,0.679119733338
"Adjust the amount of chocolate chips to your liking, then stir them in by hand using a wooden spoon.",4,-0.173097668062,-0.586344916742
Drop dough by heaping spoonfuls onto the prepared cookie sheets.,6,-0.0907324364263,0.648396697601
"Clumps of dough should be about 3 inches apart.
",0,0.482628751804,-0.22494343221
"Bake for 7 minutes in the preheated oven, until brown around the edges.",1,0.529118012082,0.285659395025
Let cool for 20 minutes.,1,0.969554303516,-0.77391193248
"Eat and enjoy!
",0,0.102175697611,-0.917849115944
"Preheat oven to 375 degrees F (190 degrees C).
",2,1.45987661323,1.34774083159
"In a large bowl, mix butter, sugars, eggs and vanilla until smooth.",5,-1.02307186714,0.118683552346
"In a small bowl, mix flour and baking powder.",5,-1.00129797743,0.515717896837
Add the flour mixture to the butter mixture and slowly add the sour cream.,5,-1.10402094088,0.278639594307
"Mix well and add the chocolate chips.
",3,-0.633252993578,-0.272708894839
Place by teaspoonful on an ungreased cookie sheet.,6,0.4692749816,0.715543812761
Bake for 9 to 10 minutes or until slightly golden.,1,0.672516698069,-0.188125829212
Remove from cookie sheet and cool.  ,0,0.400353306071,-0.156147548454
"Enjoy!
",0,0.629382223332,-0.920938050503
Melt butter in a small saucepan.  ,5,-0.537670193006,0.622069360741
"Let butter cool and pour into a large mixing bowl.
",4,-0.422866804935,-0.0718756275797
"Add sugars and beat for several minutes, until mixture is creamy.  ",4,-0.354169254906,-0.334038904782
Add eggs and vanilla.  ,3,-0.831389694649,0.237324094022
"Beat for one minute, or until eggs dissolve into butter mixture.
",4,-0.400251398915,-0.144076282735
"Combine flour, baking soda, and salt in a separate bowl.  ",5,-0.86445693825,0.521092491311
"Add butter mixture, stirring well.  ",5,-0.779650689125,0.476294390672
Add chocolate chips and walnuts if desired.  ,3,-0.708846795423,0.233775658373
"Refrigerate cookie dough for two hours or until firm.
",1,0.28400548778,0.185787180058
"Preheat oven to 325 degrees F (165 degrees C).
",2,1.45460562888,1.30478838829
"Drop by two tablespoonfuls of dough, spaced 2 inches apart on the baking sheet.  ",6,0.545519060617,0.0677043636464
"Bake for 10-12 minutes, or until the cookies are lightly browned and puffed up.  ",1,0.367963808332,0.0515337324687
"Cool on cookie sheet until they are firm enough to put on a wire rack.
",0,0.53013379975,-0.675540514302
"Preheat oven to 350 degrees F (175 degrees C)
",2,1.50156462386,1.45983658895
"Blend the shortening, sugar, eggs and vanilla until light and fluffy.",5,-1.00867103739,0.106177033988
"Combine the flour, baking powder, baking soda, and cream of tartar.",5,-1.23443387577,0.861016141097
Add the flour mixture alternately with the milk to the shortening mixture.,5,-0.78564808585,0.31405590383
Fold in the chocolate chips.,3,-0.562251540243,-0.0932997942817
"Drop by teaspoonfuls onto lightly greased cookie sheets.
",6,0.409983670684,0.556398084558
"Bake in preheated oven for 10 minutes or until barely light brown at the edges.
",1,0.606403718017,0.271233548756
"Preheat oven to 350 degrees F (180 degrees C).
",2,1.46711386797,1.28854968442
Lightly beat egg and stir into Basic Cookie Mix.,4,-0.868013390919,0.125393564917
Stir in the butter.,3,-0.926630046071,0.180439880189
Add vanilla and chocolate chips.  ,3,-1.09184141614,0.354360245577
Mix well.,4,-0.426118295514,-0.63345997309
"Drop by teaspoonfuls onto greased baking sheet.
",6,0.550985492194,0.7001276544
"Bake for 12 to 15 minutes in the preheated oven.
",1,1.02986160588,0.562753083493
Preheat oven to 350 degrees F (175 degrees C).,2,1.48328065853,1.39508719756
"Soak the rolled oats in the milk for at least ten minutes.
",4,0.0521615191307,-0.344393365974
"Sift together the flour, baking soda and salt, set aside.",5,-0.82091199955,0.410755450245
"In a medium bowl, cream together the margarine, brown sugar and white sugar.",5,-1.10845728898,0.26527361716
Stir in the eggs and vanilla.,3,-1.05062989839,0.0192542070384
"Add the sifted ingredients, and mix well.",4,-0.745392060147,-0.161826120119
"Then stir in the oat mixture and chocolate chips.
",3,-0.907106781509,0.236342209816
Drop dough by heaping spoonfuls onto the prepared cookie sheets.,6,-0.0907324364263,0.648396697601
"Bake for 12 to 15 minutes in the preheated oven, until cookies are golden brown.",1,0.481997153504,0.347797169852
"Cool on baking sheets or remove to cool on wire racks.
",0,0.596917890716,-0.0994102935597
Preheat oven to 375  degrees F (190 degrees C).,2,1.45987661323,1.34774083159
"Sift together flour, baking soda, and salt.
",5,-0.98324177827,0.831633989794
